"","X","Day","State","ChinaVirusInterest","KungFluInterest","Region"
"3426",3426,"2020-03-04","PA",16,0,"Northeast"
"3427",3427,"2020-03-05","PA",18,0,"Northeast"
"3428",3428,"2020-03-06","PA",18,6,"Northeast"
"3429",3429,"2020-03-07","PA",19,0,"Northeast"
"3430",3430,"2020-03-08","PA",26,0,"Northeast"
"3431",3431,"2020-03-09","PA",16,0,"Northeast"
"3432",3432,"2020-03-10","PA",37,0,"Northeast"
"3433",3433,"2020-03-11","PA",36,0,"Northeast"
"3434",3434,"2020-03-12","PA",60,0,"Northeast"
"3435",3435,"2020-03-13","PA",58,3,"Northeast"
"3436",3436,"2020-03-14","PA",52,0,"Northeast"
"3437",3437,"2020-03-15","PA",42,0,"Northeast"
"3438",3438,"2020-03-16","PA",54,3,"Northeast"
"3439",3439,"2020-03-17","PA",73,12,"Northeast"
"3440",3440,"2020-03-18","PA",75,26,"Northeast"
"3441",3441,"2020-03-19","PA",40,25,"Northeast"
"3442",3442,"2020-03-20","PA",60,6,"Northeast"
"3443",3443,"2020-03-21","PA",53,9,"Northeast"
"3444",3444,"2020-03-22","PA",49,14,"Northeast"
"3445",3445,"2020-03-23","PA",61,6,"Northeast"
"3446",3446,"2020-03-24","PA",36,0,"Northeast"
"3447",3447,"2020-03-25","PA",63,3,"Northeast"
"3448",3448,"2020-03-26","PA",49,0,"Northeast"
"3449",3449,"2020-03-27","PA",51,3,"Northeast"
"3450",3450,"2020-03-28","PA",37,0,"Northeast"
"3451",3451,"2020-03-29","PA",26,3,"Northeast"
"3452",3452,"2020-03-30","PA",26,3,"Northeast"
"3453",3453,"2020-03-31","PA",7,3,"Northeast"
"3454",3454,"2020-04-01","PA",32,3,"Northeast"
"3455",3455,"2020-04-02","PA",29,0,"Northeast"
"3456",3456,"2020-04-03","PA",20,0,"Northeast"
"3457",3457,"2020-04-04","PA",20,0,"Northeast"
"3458",3458,"2020-04-05","PA",27,0,"Northeast"
"3459",3459,"2020-04-06","PA",13,0,"Northeast"
"3460",3460,"2020-04-07","PA",16,0,"Northeast"
"3461",3461,"2020-04-08","PA",20,3,"Northeast"
"3462",3462,"2020-04-09","PA",17,0,"Northeast"
"3463",3463,"2020-04-10","PA",6,0,"Northeast"
"3464",3464,"2020-04-11","PA",13,0,"Northeast"
"3465",3465,"2020-04-12","PA",12,0,"Northeast"
"3466",3466,"2020-04-13","PA",16,0,"Northeast"
"3467",3467,"2020-04-14","PA",14,0,"Northeast"
"3468",3468,"2020-04-15","PA",20,0,"Northeast"
"3469",3469,"2020-04-16","PA",24,3,"Northeast"
"3470",3470,"2020-04-17","PA",12,0,"Northeast"
"3471",3471,"2020-04-18","PA",8,3,"Northeast"
"3472",3472,"2020-01-21","RI",26,0,"Northeast"
"3473",3473,"2020-01-22","RI",26,0,"Northeast"
"3474",3474,"2020-01-23","RI",27,0,"Northeast"
"3475",3475,"2020-01-24","RI",81,0,"Northeast"
"3476",3476,"2020-01-25","RI",77,0,"Northeast"
"3477",3477,"2020-01-26","RI",84,0,"Northeast"
"3478",3478,"2020-01-27","RI",48,0,"Northeast"
"3479",3479,"2020-01-28","RI",100,0,"Northeast"
"3480",3480,"2020-01-29","RI",52,0,"Northeast"
"3481",3481,"2020-01-30","RI",26,0,"Northeast"
"3482",3482,"2020-01-31","RI",0,0,"Northeast"
"3483",3483,"2020-02-01","RI",30,0,"Northeast"
"3484",3484,"2020-02-02","RI",89,0,"Northeast"
"3485",3485,"2020-02-03","RI",35,0,"Northeast"
"3486",3486,"2020-02-04","RI",0,25,"Northeast"
"3487",3487,"2020-02-05","RI",25,0,"Northeast"
"3488",3488,"2020-02-06","RI",51,0,"Northeast"
"3489",3489,"2020-02-07","RI",0,0,"Northeast"
"3490",3490,"2020-02-08","RI",30,0,"Northeast"
"3491",3491,"2020-02-09","RI",59,0,"Northeast"
"3492",3492,"2020-02-10","RI",0,0,"Northeast"
"3493",3493,"2020-02-11","RI",24,0,"Northeast"
"3494",3494,"2020-02-12","RI",25,0,"Northeast"
"3495",3495,"2020-02-13","RI",26,0,"Northeast"
"3496",3496,"2020-02-14","RI",27,0,"Northeast"
"3497",3497,"2020-02-15","RI",31,0,"Northeast"
"3498",3498,"2020-02-16","RI",0,0,"Northeast"
"3499",3499,"2020-02-17","RI",0,0,"Northeast"
"3500",3500,"2020-02-18","RI",0,0,"Northeast"
"3501",3501,"2020-02-19","RI",75,0,"Northeast"
"3502",3502,"2020-02-20","RI",0,0,"Northeast"
"3503",3503,"2020-02-21","RI",0,0,"Northeast"
"3504",3504,"2020-02-22","RI",0,0,"Northeast"
"3505",3505,"2020-02-23","RI",0,0,"Northeast"
"3506",3506,"2020-02-24","RI",49,0,"Northeast"
"3507",3507,"2020-02-25","RI",24,0,"Northeast"
"3508",3508,"2020-02-26","RI",0,0,"Northeast"
"3509",3509,"2020-02-27","RI",36,0,"Northeast"
"3510",3510,"2020-02-28","RI",25,0,"Northeast"
"3511",3511,"2020-02-29","RI",0,0,"Northeast"
"3512",3512,"2020-03-01","RI",27,0,"Northeast"
"3513",3513,"2020-03-02","RI",24,0,"Northeast"
"3514",3514,"2020-03-03","RI",0,0,"Northeast"
"3515",3515,"2020-03-04","RI",24,0,"Northeast"
"3516",3516,"2020-03-05","RI",25,0,"Northeast"
"3517",3517,"2020-03-06","RI",0,0,"Northeast"
"3518",3518,"2020-03-07","RI",30,0,"Northeast"
"3519",3519,"2020-03-08","RI",30,0,"Northeast"
"3520",3520,"2020-03-09","RI",52,0,"Northeast"
"3521",3521,"2020-03-10","RI",25,0,"Northeast"
"3522",3522,"2020-03-11","RI",25,0,"Northeast"
"3523",3523,"2020-03-12","RI",36,0,"Northeast"
"3524",3524,"2020-03-13","RI",97,0,"Northeast"
"3525",3525,"2020-03-14","RI",59,0,"Northeast"
"3526",3526,"2020-03-15","RI",87,0,"Northeast"
"3527",3527,"2020-03-16","RI",0,0,"Northeast"
"3528",3528,"2020-03-17","RI",37,0,"Northeast"
"3529",3529,"2020-03-18","RI",53,26,"Northeast"
"3530",3530,"2020-03-19","RI",38,51,"Northeast"
"3531",3531,"2020-03-20","RI",25,0,"Northeast"
"3532",3532,"2020-03-21","RI",29,0,"Northeast"
"3533",3533,"2020-03-22","RI",41,0,"Northeast"
"3534",3534,"2020-03-23","RI",0,0,"Northeast"
"3535",3535,"2020-03-24","RI",68,23,"Northeast"
"3536",3536,"2020-03-25","RI",58,0,"Northeast"
"3537",3537,"2020-03-26","RI",23,0,"Northeast"
"3538",3538,"2020-03-27","RI",23,0,"Northeast"
"3539",3539,"2020-03-28","RI",95,0,"Northeast"
"3540",3540,"2020-03-29","RI",0,0,"Northeast"
"3541",3541,"2020-03-30","RI",21,0,"Northeast"
"3542",3542,"2020-03-31","RI",0,0,"Northeast"
"3543",3543,"2020-04-01","RI",44,0,"Northeast"
"3544",3544,"2020-04-02","RI",0,0,"Northeast"
"3545",3545,"2020-04-03","RI",46,0,"Northeast"
"3546",3546,"2020-04-04","RI",26,0,"Northeast"
"3547",3547,"2020-04-05","RI",0,0,"Northeast"
"3548",3548,"2020-04-06","RI",0,0,"Northeast"
"3549",3549,"2020-04-07","RI",23,0,"Northeast"
"3550",3550,"2020-04-08","RI",44,0,"Northeast"
"3551",3551,"2020-04-09","RI",0,0,"Northeast"
"3552",3552,"2020-04-10","RI",0,0,"Northeast"
"3553",3553,"2020-04-11","RI",27,0,"Northeast"
"3554",3554,"2020-04-12","RI",0,0,"Northeast"
"3555",3555,"2020-04-13","RI",0,0,"Northeast"
"3556",3556,"2020-04-14","RI",34,0,"Northeast"
"3557",3557,"2020-04-15","RI",22,0,"Northeast"
"3558",3558,"2020-04-16","RI",22,22,"Northeast"
"3559",3559,"2020-04-17","RI",0,0,"Northeast"
"3560",3560,"2020-04-18","RI",0,0,"Northeast"
"3561",3561,"2020-01-21","SC",26,0,"South"
"3562",3562,"2020-01-22","SC",27,0,"South"
"3563",3563,"2020-01-23","SC",43,0,"South"
"3564",3564,"2020-01-24","SC",100,0,"South"
"3565",3565,"2020-01-25","SC",50,0,"South"
"3566",3566,"2020-01-26","SC",52,0,"South"
"3567",3567,"2020-01-27","SC",85,0,"South"
"3568",3568,"2020-01-28","SC",63,0,"South"
"3569",3569,"2020-01-29","SC",42,11,"South"
"3570",3570,"2020-01-30","SC",37,11,"South"
"3571",3571,"2020-01-31","SC",37,0,"South"
"3572",3572,"2020-02-01","SC",18,0,"South"
"3573",3573,"2020-02-02","SC",37,12,"South"
"3574",3574,"2020-02-03","SC",19,0,"South"
"3575",3575,"2020-02-04","SC",26,0,"South"
"3576",3576,"2020-02-05","SC",21,10,"South"
"3577",3577,"2020-02-06","SC",25,0,"South"
"3578",3578,"2020-02-07","SC",26,0,"South"
"3579",3579,"2020-02-08","SC",37,0,"South"
"3580",3580,"2020-02-09","SC",19,0,"South"
"3581",3581,"2020-02-10","SC",20,0,"South"
"3582",3582,"2020-02-11","SC",15,0,"South"
"3583",3583,"2020-02-12","SC",20,0,"South"
"3584",3584,"2020-02-13","SC",21,0,"South"
"3585",3585,"2020-02-14","SC",0,0,"South"
"3586",3586,"2020-02-15","SC",12,0,"South"
"3587",3587,"2020-02-16","SC",12,0,"South"
"3588",3588,"2020-02-17","SC",11,0,"South"
"3589",3589,"2020-02-18","SC",29,10,"South"
"3590",3590,"2020-02-19","SC",19,0,"South"
"3591",3591,"2020-02-20","SC",10,0,"South"
"3592",3592,"2020-02-21","SC",20,0,"South"
"3593",3593,"2020-02-22","SC",18,0,"South"
"3594",3594,"2020-02-23","SC",12,0,"South"
"3595",3595,"2020-02-24","SC",20,0,"South"
"3596",3596,"2020-02-25","SC",10,0,"South"
"3597",3597,"2020-02-26","SC",10,0,"South"
"3598",3598,"2020-02-27","SC",49,0,"South"
"3599",3599,"2020-02-28","SC",20,0,"South"
"3600",3600,"2020-02-29","SC",24,0,"South"
"3601",3601,"2020-03-01","SC",35,0,"South"
"3602",3602,"2020-03-02","SC",39,0,"South"
"3603",3603,"2020-03-03","SC",10,9,"South"
"3604",3604,"2020-03-04","SC",10,0,"South"
"3605",3605,"2020-03-05","SC",10,0,"South"
"3606",3606,"2020-03-06","SC",10,0,"South"
"3607",3607,"2020-03-07","SC",49,0,"South"
"3608",3608,"2020-03-08","SC",12,0,"South"
"3609",3609,"2020-03-09","SC",20,0,"South"
"3610",3610,"2020-03-10","SC",10,0,"South"
"3611",3611,"2020-03-11","SC",15,0,"South"
"3612",3612,"2020-03-12","SC",34,0,"South"
"3613",3613,"2020-03-13","SC",41,0,"South"
"3614",3614,"2020-03-14","SC",37,0,"South"
"3615",3615,"2020-03-15","SC",57,0,"South"
"3616",3616,"2020-03-16","SC",46,0,"South"
"3617",3617,"2020-03-17","SC",45,0,"South"
"3618",3618,"2020-03-18","SC",60,10,"South"
"3619",3619,"2020-03-19","SC",50,35,"South"
"3620",3620,"2020-03-20","SC",74,20,"South"
"3621",3621,"2020-03-21","SC",46,0,"South"
"3622",3622,"2020-03-22","SC",33,0,"South"
"3623",3623,"2020-03-23","SC",18,9,"South"
"3624",3624,"2020-03-24","SC",14,0,"South"
"3625",3625,"2020-03-25","SC",34,10,"South"
"3626",3626,"2020-03-26","SC",34,0,"South"
"3627",3627,"2020-03-27","SC",52,0,"South"
"3628",3628,"2020-03-28","SC",28,11,"South"
"3629",3629,"2020-03-29","SC",17,0,"South"
"3630",3630,"2020-03-30","SC",24,9,"South"
"3631",3631,"2020-03-31","SC",27,0,"South"
"3632",3632,"2020-04-01","SC",23,0,"South"
"3633",3633,"2020-04-02","SC",28,0,"South"
"3634",3634,"2020-04-03","SC",20,0,"South"
"3635",3635,"2020-04-04","SC",22,0,"South"
"3636",3636,"2020-04-05","SC",17,0,"South"
"3637",3637,"2020-04-06","SC",23,0,"South"
"3638",3638,"2020-04-07","SC",10,0,"South"
"3639",3639,"2020-04-08","SC",14,0,"South"
"3640",3640,"2020-04-09","SC",24,0,"South"
"3641",3641,"2020-04-10","SC",15,0,"South"
"3642",3642,"2020-04-11","SC",34,0,"South"
"3643",3643,"2020-04-12","SC",11,0,"South"
"3644",3644,"2020-04-13","SC",9,0,"South"
"3645",3645,"2020-04-14","SC",34,0,"South"
"3646",3646,"2020-04-15","SC",27,0,"South"
"3647",3647,"2020-04-16","SC",14,0,"South"
"3648",3648,"2020-04-17","SC",10,0,"South"
"3649",3649,"2020-04-18","SC",11,0,"South"
"3650",3650,"2020-01-21","SD",0,0,"Midwest"
"3651",3651,"2020-01-22","SD",59,0,"Midwest"
"3652",3652,"2020-01-23","SD",58,0,"Midwest"
"3653",3653,"2020-01-24","SD",60,0,"Midwest"
"3654",3654,"2020-01-25","SD",100,0,"Midwest"
"3655",3655,"2020-01-26","SD",47,0,"Midwest"
"3656",3656,"2020-01-27","SD",73,0,"Midwest"
"3657",3657,"2020-01-28","SD",39,0,"Midwest"
"3658",3658,"2020-01-29","SD",0,0,"Midwest"
"3659",3659,"2020-01-30","SD",40,0,"Midwest"
"3660",3660,"2020-01-31","SD",41,0,"Midwest"
"3661",3661,"2020-02-01","SD",0,0,"Midwest"
"3662",3662,"2020-02-02","SD",0,0,"Midwest"
"3663",3663,"2020-02-03","SD",0,0,"Midwest"
"3664",3664,"2020-02-04","SD",0,0,"Midwest"
"3665",3665,"2020-02-05","SD",38,0,"Midwest"
"3666",3666,"2020-02-06","SD",39,0,"Midwest"
"3667",3667,"2020-02-07","SD",40,0,"Midwest"
"3668",3668,"2020-02-08","SD",49,0,"Midwest"
"3669",3669,"2020-02-09","SD",47,0,"Midwest"
"3670",3670,"2020-02-10","SD",38,0,"Midwest"
"3671",3671,"2020-02-11","SD",0,0,"Midwest"
"3672",3672,"2020-02-12","SD",38,0,"Midwest"
"3673",3673,"2020-02-13","SD",39,0,"Midwest"
"3674",3674,"2020-02-14","SD",0,0,"Midwest"
"3675",3675,"2020-02-15","SD",0,0,"Midwest"
"3676",3676,"2020-02-16","SD",0,0,"Midwest"
"3677",3677,"2020-02-17","SD",0,0,"Midwest"
"3678",3678,"2020-02-18","SD",37,0,"Midwest"
"3679",3679,"2020-02-19","SD",37,0,"Midwest"
"3680",3680,"2020-02-20","SD",0,0,"Midwest"
"3681",3681,"2020-02-21","SD",0,0,"Midwest"
"3682",3682,"2020-02-22","SD",0,0,"Midwest"
"3683",3683,"2020-02-23","SD",0,0,"Midwest"
"3684",3684,"2020-02-24","SD",0,0,"Midwest"
"3685",3685,"2020-02-25","SD",0,0,"Midwest"
"3686",3686,"2020-02-26","SD",37,0,"Midwest"
"3687",3687,"2020-02-27","SD",36,0,"Midwest"
"3688",3688,"2020-02-28","SD",39,0,"Midwest"
"3689",3689,"2020-02-29","SD",0,0,"Midwest"
"3690",3690,"2020-03-01","SD",46,0,"Midwest"
"3691",3691,"2020-03-02","SD",0,0,"Midwest"
"3692",3692,"2020-03-03","SD",0,0,"Midwest"
"3693",3693,"2020-03-04","SD",0,0,"Midwest"
"3694",3694,"2020-03-05","SD",0,0,"Midwest"
"3695",3695,"2020-03-06","SD",78,0,"Midwest"
"3696",3696,"2020-03-07","SD",0,0,"Midwest"
"3697",3697,"2020-03-08","SD",0,0,"Midwest"
"3698",3698,"2020-03-09","SD",37,0,"Midwest"
"3699",3699,"2020-03-10","SD",0,0,"Midwest"
"3700",3700,"2020-03-11","SD",0,0,"Midwest"
"3701",3701,"2020-03-12","SD",37,0,"Midwest"
"3702",3702,"2020-03-13","SD",0,0,"Midwest"
"3703",3703,"2020-03-14","SD",0,0,"Midwest"
"3704",3704,"2020-03-15","SD",46,0,"Midwest"
"3705",3705,"2020-03-16","SD",38,0,"Midwest"
"3706",3706,"2020-03-17","SD",0,0,"Midwest"
"3707",3707,"2020-03-18","SD",39,0,"Midwest"
"3708",3708,"2020-03-19","SD",0,37,"Midwest"
"3709",3709,"2020-03-20","SD",36,0,"Midwest"
"3710",3710,"2020-03-21","SD",42,0,"Midwest"
"3711",3711,"2020-03-22","SD",42,0,"Midwest"
"3712",3712,"2020-03-23","SD",33,0,"Midwest"
"3713",3713,"2020-03-24","SD",35,0,"Midwest"
"3714",3714,"2020-03-25","SD",0,0,"Midwest"
"3715",3715,"2020-03-26","SD",34,0,"Midwest"
"3716",3716,"2020-03-27","SD",67,0,"Midwest"
"3717",3717,"2020-03-28","SD",0,0,"Midwest"
"3718",3718,"2020-03-29","SD",41,0,"Midwest"
"3719",3719,"2020-03-30","SD",0,0,"Midwest"
"3720",3720,"2020-03-31","SD",34,0,"Midwest"
"3721",3721,"2020-04-01","SD",0,0,"Midwest"
"3722",3722,"2020-04-02","SD",0,0,"Midwest"
"3723",3723,"2020-04-03","SD",33,33,"Midwest"
"3724",3724,"2020-04-04","SD",0,0,"Midwest"
"3725",3725,"2020-04-05","SD",0,0,"Midwest"
"3726",3726,"2020-04-06","SD",0,0,"Midwest"
"3727",3727,"2020-04-07","SD",0,0,"Midwest"
"3728",3728,"2020-04-08","SD",0,0,"Midwest"
"3729",3729,"2020-04-09","SD",0,0,"Midwest"
"3730",3730,"2020-04-10","SD",0,0,"Midwest"
"3731",3731,"2020-04-11","SD",0,0,"Midwest"
"3732",3732,"2020-04-12","SD",40,0,"Midwest"
"3733",3733,"2020-04-13","SD",0,0,"Midwest"
"3734",3734,"2020-04-14","SD",0,0,"Midwest"
"3735",3735,"2020-04-15","SD",0,0,"Midwest"
"3736",3736,"2020-04-16","SD",33,0,"Midwest"
"3737",3737,"2020-04-17","SD",50,0,"Midwest"
"3738",3738,"2020-04-18","SD",0,0,"Midwest"
"3739",3739,"2020-01-21","TN",26,0,"South"
"3740",3740,"2020-01-22","TN",44,0,"South"
"3741",3741,"2020-01-23","TN",75,0,"South"
"3742",3742,"2020-01-24","TN",100,0,"South"
"3743",3743,"2020-01-25","TN",46,0,"South"
"3744",3744,"2020-01-26","TN",46,0,"South"
"3745",3745,"2020-01-27","TN",55,0,"South"
"3746",3746,"2020-01-28","TN",38,0,"South"
"3747",3747,"2020-01-29","TN",41,6,"South"
"3748",3748,"2020-01-30","TN",24,0,"South"
"3749",3749,"2020-01-31","TN",21,0,"South"
"3750",3750,"2020-02-01","TN",33,0,"South"
"3751",3751,"2020-02-02","TN",17,0,"South"
"3752",3752,"2020-02-03","TN",13,0,"South"
"3753",3753,"2020-02-04","TN",17,0,"South"
"3754",3754,"2020-02-05","TN",11,0,"South"
"3755",3755,"2020-02-06","TN",17,0,"South"
"3756",3756,"2020-02-07","TN",18,0,"South"
"3757",3757,"2020-02-08","TN",13,0,"South"
"3758",3758,"2020-02-09","TN",17,0,"South"
"3759",3759,"2020-02-10","TN",14,0,"South"
"3760",3760,"2020-02-11","TN",14,0,"South"
"3761",3761,"2020-02-12","TN",17,0,"South"
"3762",3762,"2020-02-13","TN",14,0,"South"
"3763",3763,"2020-02-14","TN",6,0,"South"
"3764",3764,"2020-02-15","TN",20,0,"South"
"3765",3765,"2020-02-16","TN",7,0,"South"
"3766",3766,"2020-02-17","TN",18,0,"South"
"3767",3767,"2020-02-18","TN",11,0,"South"
"3768",3768,"2020-02-19","TN",6,0,"South"
"3769",3769,"2020-02-20","TN",14,0,"South"
"3770",3770,"2020-02-21","TN",9,6,"South"
"3771",3771,"2020-02-22","TN",0,0,"South"
"3772",3772,"2020-02-23","TN",13,0,"South"
"3773",3773,"2020-02-24","TN",5,0,"South"
"3774",3774,"2020-02-25","TN",8,0,"South"
"3775",3775,"2020-02-26","TN",13,0,"South"
"3776",3776,"2020-02-27","TN",16,5,"South"
"3777",3777,"2020-02-28","TN",11,0,"South"
"3778",3778,"2020-02-29","TN",19,6,"South"
"3779",3779,"2020-03-01","TN",23,0,"South"
"3780",3780,"2020-03-02","TN",8,0,"South"
"3781",3781,"2020-03-03","TN",19,0,"South"
"3782",3782,"2020-03-04","TN",16,0,"South"
"3783",3783,"2020-03-05","TN",14,0,"South"
"3784",3784,"2020-03-06","TN",8,0,"South"
"3785",3785,"2020-03-07","TN",7,0,"South"
"3786",3786,"2020-03-08","TN",13,0,"South"
"3787",3787,"2020-03-09","TN",17,0,"South"
"3788",3788,"2020-03-10","TN",25,5,"South"
"3789",3789,"2020-03-11","TN",30,0,"South"
"3790",3790,"2020-03-12","TN",26,0,"South"
"3791",3791,"2020-03-13","TN",65,0,"South"
"3792",3792,"2020-03-14","TN",33,0,"South"
"3793",3793,"2020-03-15","TN",26,0,"South"
"3794",3794,"2020-03-16","TN",28,6,"South"
"3795",3795,"2020-03-17","TN",20,0,"South"
"3796",3796,"2020-03-18","TN",45,6,"South"
"3797",3797,"2020-03-19","TN",45,14,"South"
"3798",3798,"2020-03-20","TN",34,16,"South"
"3799",3799,"2020-03-21","TN",34,19,"South"
"3800",3800,"2020-03-22","TN",51,0,"South"
"3801",3801,"2020-03-23","TN",37,0,"South"
"3802",3802,"2020-03-24","TN",42,0,"South"
"3803",3803,"2020-03-25","TN",44,0,"South"
"3804",3804,"2020-03-26","TN",26,0,"South"
"3805",3805,"2020-03-27","TN",35,0,"South"
"3806",3806,"2020-03-28","TN",16,0,"South"
"3807",3807,"2020-03-29","TN",27,0,"South"
"3808",3808,"2020-03-30","TN",29,0,"South"
"3809",3809,"2020-03-31","TN",16,0,"South"
"3810",3810,"2020-04-01","TN",29,0,"South"
"3811",3811,"2020-04-02","TN",27,0,"South"
"3812",3812,"2020-04-03","TN",19,0,"South"
"3813",3813,"2020-04-04","TN",16,13,"South"
"3814",3814,"2020-04-05","TN",19,0,"South"
"3815",3815,"2020-04-06","TN",16,0,"South"
"3816",3816,"2020-04-07","TN",13,0,"South"
"3817",3817,"2020-04-08","TN",8,0,"South"
"3818",3818,"2020-04-09","TN",8,0,"South"
"3819",3819,"2020-04-10","TN",14,0,"South"
"3820",3820,"2020-04-11","TN",0,0,"South"
"3821",3821,"2020-04-12","TN",9,0,"South"
"3822",3822,"2020-04-13","TN",5,0,"South"
"3823",3823,"2020-04-14","TN",13,5,"South"
"3824",3824,"2020-04-15","TN",10,0,"South"
"3825",3825,"2020-04-16","TN",8,0,"South"
"3826",3826,"2020-04-17","TN",11,0,"South"
"3827",3827,"2020-04-18","TN",9,0,"South"
"3828",3828,"2020-01-21","TX",37,0,"South"
"3829",3829,"2020-01-22","TX",59,0,"South"
"3830",3830,"2020-01-23","TX",73,0,"South"
"3831",3831,"2020-01-24","TX",100,0,"South"
"3832",3832,"2020-01-25","TX",82,1,"South"
"3833",3833,"2020-01-26","TX",55,2,"South"
"3834",3834,"2020-01-27","TX",52,0,"South"
"3835",3835,"2020-01-28","TX",43,1,"South"
"3836",3836,"2020-01-29","TX",48,0,"South"
"3837",3837,"2020-01-30","TX",37,1,"South"
"3838",3838,"2020-01-31","TX",26,0,"South"
"3839",3839,"2020-02-01","TX",23,0,"South"
"3840",3840,"2020-02-02","TX",20,0,"South"
"3841",3841,"2020-02-03","TX",21,0,"South"
"3842",3842,"2020-02-04","TX",21,0,"South"
"3843",3843,"2020-02-05","TX",19,0,"South"
"3844",3844,"2020-02-06","TX",17,0,"South"
"3845",3845,"2020-02-07","TX",16,1,"South"
"3846",3846,"2020-02-08","TX",20,0,"South"
"3847",3847,"2020-02-09","TX",15,0,"South"
"3848",3848,"2020-02-10","TX",14,0,"South"
"3849",3849,"2020-02-11","TX",20,0,"South"
"3850",3850,"2020-02-12","TX",15,0,"South"
"3851",3851,"2020-02-13","TX",21,0,"South"
"3852",3852,"2020-02-14","TX",15,0,"South"
"3853",3853,"2020-02-15","TX",15,0,"South"
"3854",3854,"2020-02-16","TX",12,0,"South"
"3855",3855,"2020-02-17","TX",15,0,"South"
"3856",3856,"2020-02-18","TX",9,0,"South"
"3857",3857,"2020-02-19","TX",9,0,"South"
"3858",3858,"2020-02-20","TX",6,1,"South"
"3859",3859,"2020-02-21","TX",7,0,"South"
"3860",3860,"2020-02-22","TX",13,0,"South"
"3861",3861,"2020-02-23","TX",3,0,"South"
"3862",3862,"2020-02-24","TX",9,0,"South"
"3863",3863,"2020-02-25","TX",11,0,"South"
"3864",3864,"2020-02-26","TX",15,0,"South"
"3865",3865,"2020-02-27","TX",14,0,"South"
"3866",3866,"2020-02-28","TX",11,0,"South"
"3867",3867,"2020-02-29","TX",13,0,"South"
"3868",3868,"2020-03-01","TX",11,0,"South"
"3869",3869,"2020-03-02","TX",18,0,"South"
"3870",3870,"2020-03-03","TX",15,0,"South"
"3871",3871,"2020-03-04","TX",12,1,"South"
"3872",3872,"2020-03-05","TX",17,1,"South"
"3873",3873,"2020-03-06","TX",12,0,"South"
"3874",3874,"2020-03-07","TX",16,0,"South"
"3875",3875,"2020-03-08","TX",11,1,"South"
"3876",3876,"2020-03-09","TX",11,2,"South"
"3877",3877,"2020-03-10","TX",14,0,"South"
"3878",3878,"2020-03-11","TX",22,0,"South"
"3879",3879,"2020-03-12","TX",37,1,"South"
"3880",3880,"2020-03-13","TX",32,0,"South"
"3881",3881,"2020-03-14","TX",29,1,"South"
"3882",3882,"2020-03-15","TX",29,0,"South"
"3883",3883,"2020-03-16","TX",30,0,"South"
"3884",3884,"2020-03-17","TX",36,1,"South"
"3885",3885,"2020-03-18","TX",42,11,"South"
"3886",3886,"2020-03-19","TX",42,9,"South"
"3887",3887,"2020-03-20","TX",40,7,"South"
"3888",3888,"2020-03-21","TX",40,3,"South"
"3889",3889,"2020-03-22","TX",29,3,"South"
"3890",3890,"2020-03-23","TX",28,2,"South"
"3891",3891,"2020-03-24","TX",29,1,"South"
"3892",3892,"2020-03-25","TX",47,2,"South"
"3893",3893,"2020-03-26","TX",44,0,"South"
"3894",3894,"2020-03-27","TX",27,0,"South"
"3895",3895,"2020-03-28","TX",26,2,"South"
"3896",3896,"2020-03-29","TX",23,1,"South"
"3897",3897,"2020-03-30","TX",13,4,"South"
"3898",3898,"2020-03-31","TX",21,0,"South"
"3899",3899,"2020-04-01","TX",17,1,"South"
"3900",3900,"2020-04-02","TX",15,1,"South"
"3901",3901,"2020-04-03","TX",16,1,"South"
"3902",3902,"2020-04-04","TX",15,0,"South"
"3903",3903,"2020-04-05","TX",14,1,"South"
"3904",3904,"2020-04-06","TX",18,0,"South"
"3905",3905,"2020-04-07","TX",9,0,"South"
"3906",3906,"2020-04-08","TX",14,1,"South"
"3907",3907,"2020-04-09","TX",7,1,"South"
"3908",3908,"2020-04-10","TX",8,0,"South"
"3909",3909,"2020-04-11","TX",14,1,"South"
"3910",3910,"2020-04-12","TX",4,1,"South"
"3911",3911,"2020-04-13","TX",7,0,"South"
"3912",3912,"2020-04-14","TX",12,0,"South"
"3913",3913,"2020-04-15","TX",8,1,"South"
"3914",3914,"2020-04-16","TX",9,0,"South"
"3915",3915,"2020-04-17","TX",10,0,"South"
"3916",3916,"2020-04-18","TX",8,0,"South"
"3917",3917,"2020-01-21","UT",49,0,"Mountain"
"3918",3918,"2020-01-22","UT",77,0,"Mountain"
"3919",3919,"2020-01-23","UT",48,0,"Mountain"
"3920",3920,"2020-01-24","UT",97,0,"Mountain"
"3921",3921,"2020-01-25","UT",100,0,"Mountain"
"3922",3922,"2020-01-26","UT",94,10,"Mountain"
"3923",3923,"2020-01-27","UT",59,0,"Mountain"
"3924",3924,"2020-01-28","UT",33,0,"Mountain"
"3925",3925,"2020-01-29","UT",15,19,"Mountain"
"3926",3926,"2020-01-30","UT",43,10,"Mountain"
"3927",3927,"2020-01-31","UT",54,10,"Mountain"
"3928",3928,"2020-02-01","UT",39,0,"Mountain"
"3929",3929,"2020-02-02","UT",22,11,"Mountain"
"3930",3930,"2020-02-03","UT",30,0,"Mountain"
"3931",3931,"2020-02-04","UT",14,0,"Mountain"
"3932",3932,"2020-02-05","UT",24,0,"Mountain"
"3933",3933,"2020-02-06","UT",19,0,"Mountain"
"3934",3934,"2020-02-07","UT",19,0,"Mountain"
