"","X","Day","State","ChinaVirusInterest","KungFluInterest","Region"
"1094",1094,"2020-02-15","IA",19,0,"Midwest"
"1095",1095,"2020-02-16","IA",0,0,"Midwest"
"1096",1096,"2020-02-17","IA",0,0,"Midwest"
"1097",1097,"2020-02-18","IA",31,0,"Midwest"
"1098",1098,"2020-02-19","IA",31,0,"Midwest"
"1099",1099,"2020-02-20","IA",16,0,"Midwest"
"1100",1100,"2020-02-21","IA",16,0,"Midwest"
"1101",1101,"2020-02-22","IA",0,0,"Midwest"
"1102",1102,"2020-02-23","IA",18,0,"Midwest"
"1103",1103,"2020-02-24","IA",30,0,"Midwest"
"1104",1104,"2020-02-25","IA",16,0,"Midwest"
"1105",1105,"2020-02-26","IA",23,0,"Midwest"
"1106",1106,"2020-02-27","IA",15,0,"Midwest"
"1107",1107,"2020-02-28","IA",16,0,"Midwest"
"1108",1108,"2020-02-29","IA",18,0,"Midwest"
"1109",1109,"2020-03-01","IA",35,0,"Midwest"
"1110",1110,"2020-03-02","IA",23,0,"Midwest"
"1111",1111,"2020-03-03","IA",15,0,"Midwest"
"1112",1112,"2020-03-04","IA",15,0,"Midwest"
"1113",1113,"2020-03-05","IA",16,0,"Midwest"
"1114",1114,"2020-03-06","IA",32,0,"Midwest"
"1115",1115,"2020-03-07","IA",17,0,"Midwest"
"1116",1116,"2020-03-08","IA",34,0,"Midwest"
"1117",1117,"2020-03-09","IA",30,0,"Midwest"
"1118",1118,"2020-03-10","IA",29,0,"Midwest"
"1119",1119,"2020-03-11","IA",45,0,"Midwest"
"1120",1120,"2020-03-12","IA",15,0,"Midwest"
"1121",1121,"2020-03-13","IA",30,0,"Midwest"
"1122",1122,"2020-03-14","IA",100,0,"Midwest"
"1123",1123,"2020-03-15","IA",48,0,"Midwest"
"1124",1124,"2020-03-16","IA",37,0,"Midwest"
"1125",1125,"2020-03-17","IA",45,0,"Midwest"
"1126",1126,"2020-03-18","IA",73,15,"Midwest"
"1127",1127,"2020-03-19","IA",22,15,"Midwest"
"1128",1128,"2020-03-20","IA",14,14,"Midwest"
"1129",1129,"2020-03-21","IA",33,17,"Midwest"
"1130",1130,"2020-03-22","IA",34,0,"Midwest"
"1131",1131,"2020-03-23","IA",0,0,"Midwest"
"1132",1132,"2020-03-24","IA",14,0,"Midwest"
"1133",1133,"2020-03-25","IA",35,0,"Midwest"
"1134",1134,"2020-03-26","IA",14,0,"Midwest"
"1135",1135,"2020-03-27","IA",28,0,"Midwest"
"1136",1136,"2020-03-28","IA",24,0,"Midwest"
"1137",1137,"2020-03-29","IA",31,0,"Midwest"
"1138",1138,"2020-03-30","IA",14,0,"Midwest"
"1139",1139,"2020-03-31","IA",19,0,"Midwest"
"1140",1140,"2020-04-01","IA",19,0,"Midwest"
"1141",1141,"2020-04-02","IA",27,0,"Midwest"
"1142",1142,"2020-04-03","IA",14,0,"Midwest"
"1143",1143,"2020-04-04","IA",0,0,"Midwest"
"1144",1144,"2020-04-05","IA",15,0,"Midwest"
"1145",1145,"2020-04-06","IA",0,0,"Midwest"
"1146",1146,"2020-04-07","IA",14,0,"Midwest"
"1147",1147,"2020-04-08","IA",0,0,"Midwest"
"1148",1148,"2020-04-09","IA",29,0,"Midwest"
"1149",1149,"2020-04-10","IA",0,0,"Midwest"
"1150",1150,"2020-04-11","IA",16,0,"Midwest"
"1151",1151,"2020-04-12","IA",16,0,"Midwest"
"1152",1152,"2020-04-13","IA",0,0,"Midwest"
"1153",1153,"2020-04-14","IA",13,0,"Midwest"
"1154",1154,"2020-04-15","IA",13,0,"Midwest"
"1155",1155,"2020-04-16","IA",0,0,"Midwest"
"1156",1156,"2020-04-17","IA",0,0,"Midwest"
"1157",1157,"2020-04-18","IA",0,0,"Midwest"
"1158",1158,"2020-01-21","ID",37,0,"Mountain"
"1159",1159,"2020-01-22","ID",58,0,"Mountain"
"1160",1160,"2020-01-23","ID",57,0,"Mountain"
"1161",1161,"2020-01-24","ID",100,0,"Mountain"
"1162",1162,"2020-01-25","ID",73,0,"Mountain"
"1163",1163,"2020-01-26","ID",48,0,"Mountain"
"1164",1164,"2020-01-27","ID",44,2,"Mountain"
"1165",1165,"2020-01-28","ID",40,0,"Mountain"
"1166",1166,"2020-01-29","ID",24,0,"Mountain"
"1167",1167,"2020-01-30","ID",36,3,"Mountain"
"1168",1168,"2020-01-31","ID",31,0,"Mountain"
"1169",1169,"2020-02-01","ID",21,0,"Mountain"
"1170",1170,"2020-02-02","ID",19,0,"Mountain"
"1171",1171,"2020-02-03","ID",13,0,"Mountain"
"1172",1172,"2020-02-04","ID",16,0,"Mountain"
"1173",1173,"2020-02-05","ID",20,0,"Mountain"
"1174",1174,"2020-02-06","ID",19,0,"Mountain"
"1175",1175,"2020-02-07","ID",17,0,"Mountain"
"1176",1176,"2020-02-08","ID",15,0,"Mountain"
"1177",1177,"2020-02-09","ID",13,0,"Mountain"
"1178",1178,"2020-02-10","ID",10,2,"Mountain"
"1179",1179,"2020-02-11","ID",10,2,"Mountain"
"1180",1180,"2020-02-12","ID",12,0,"Mountain"
"1181",1181,"2020-02-13","ID",9,0,"Mountain"
"1182",1182,"2020-02-14","ID",10,0,"Mountain"
"1183",1183,"2020-02-15","ID",8,0,"Mountain"
"1184",1184,"2020-02-16","ID",13,0,"Mountain"
"1185",1185,"2020-02-17","ID",8,0,"Mountain"
"1186",1186,"2020-02-18","ID",9,0,"Mountain"
"1187",1187,"2020-02-19","ID",9,0,"Mountain"
"1188",1188,"2020-02-20","ID",8,0,"Mountain"
"1189",1189,"2020-02-21","ID",4,0,"Mountain"
"1190",1190,"2020-02-22","ID",13,0,"Mountain"
"1191",1191,"2020-02-23","ID",9,0,"Mountain"
"1192",1192,"2020-02-24","ID",8,0,"Mountain"
"1193",1193,"2020-02-25","ID",9,0,"Mountain"
"1194",1194,"2020-02-26","ID",9,0,"Mountain"
"1195",1195,"2020-02-27","ID",17,0,"Mountain"
"1196",1196,"2020-02-28","ID",17,0,"Mountain"
"1197",1197,"2020-02-29","ID",11,0,"Mountain"
"1198",1198,"2020-03-01","ID",9,2,"Mountain"
"1199",1199,"2020-03-02","ID",11,0,"Mountain"
"1200",1200,"2020-03-03","ID",9,0,"Mountain"
"1201",1201,"2020-03-04","ID",8,0,"Mountain"
"1202",1202,"2020-03-05","ID",13,0,"Mountain"
"1203",1203,"2020-03-06","ID",16,2,"Mountain"
"1204",1204,"2020-03-07","ID",10,0,"Mountain"
"1205",1205,"2020-03-08","ID",8,0,"Mountain"
"1206",1206,"2020-03-09","ID",14,0,"Mountain"
"1207",1207,"2020-03-10","ID",13,0,"Mountain"
"1208",1208,"2020-03-11","ID",22,4,"Mountain"
"1209",1209,"2020-03-12","ID",34,0,"Mountain"
"1210",1210,"2020-03-13","ID",32,0,"Mountain"
"1211",1211,"2020-03-14","ID",28,0,"Mountain"
"1212",1212,"2020-03-15","ID",26,0,"Mountain"
"1213",1213,"2020-03-16","ID",25,0,"Mountain"
"1214",1214,"2020-03-17","ID",23,2,"Mountain"
"1215",1215,"2020-03-18","ID",35,13,"Mountain"
"1216",1216,"2020-03-19","ID",43,18,"Mountain"
"1217",1217,"2020-03-20","ID",26,8,"Mountain"
"1218",1218,"2020-03-21","ID",24,7,"Mountain"
"1219",1219,"2020-03-22","ID",34,6,"Mountain"
"1220",1220,"2020-03-23","ID",27,0,"Mountain"
"1221",1221,"2020-03-24","ID",28,2,"Mountain"
"1222",1222,"2020-03-25","ID",44,2,"Mountain"
"1223",1223,"2020-03-26","ID",34,0,"Mountain"
"1224",1224,"2020-03-27","ID",26,0,"Mountain"
"1225",1225,"2020-03-28","ID",24,0,"Mountain"
"1226",1226,"2020-03-29","ID",17,2,"Mountain"
"1227",1227,"2020-03-30","ID",16,0,"Mountain"
"1228",1228,"2020-03-31","ID",12,2,"Mountain"
"1229",1229,"2020-04-01","ID",21,2,"Mountain"
"1230",1230,"2020-04-02","ID",8,0,"Mountain"
"1231",1231,"2020-04-03","ID",20,2,"Mountain"
"1232",1232,"2020-04-04","ID",20,0,"Mountain"
"1233",1233,"2020-04-05","ID",11,0,"Mountain"
"1234",1234,"2020-04-06","ID",16,0,"Mountain"
"1235",1235,"2020-04-07","ID",11,0,"Mountain"
"1236",1236,"2020-04-08","ID",9,0,"Mountain"
"1237",1237,"2020-04-09","ID",13,0,"Mountain"
"1238",1238,"2020-04-10","ID",8,0,"Mountain"
"1239",1239,"2020-04-11","ID",8,0,"Mountain"
"1240",1240,"2020-04-12","ID",9,0,"Mountain"
"1241",1241,"2020-04-13","ID",16,0,"Mountain"
"1242",1242,"2020-04-14","ID",5,0,"Mountain"
"1243",1243,"2020-04-15","ID",3,0,"Mountain"
"1244",1244,"2020-04-16","ID",8,2,"Mountain"
"1245",1245,"2020-04-17","ID",5,0,"Mountain"
"1246",1246,"2020-04-18","ID",9,0,"Mountain"
"1247",1247,"2020-01-21","IL",45,0,"Midwest"
"1248",1248,"2020-01-22","IL",62,0,"Midwest"
"1249",1249,"2020-01-23","IL",65,0,"Midwest"
"1250",1250,"2020-01-24","IL",94,0,"Midwest"
"1251",1251,"2020-01-25","IL",100,0,"Midwest"
"1252",1252,"2020-01-26","IL",70,0,"Midwest"
"1253",1253,"2020-01-27","IL",92,0,"Midwest"
"1254",1254,"2020-01-28","IL",61,0,"Midwest"
"1255",1255,"2020-01-29","IL",74,0,"Midwest"
"1256",1256,"2020-01-30","IL",41,0,"Midwest"
"1257",1257,"2020-01-31","IL",25,0,"Midwest"
"1258",1258,"2020-02-01","IL",29,10,"Midwest"
"1259",1259,"2020-02-02","IL",43,19,"Midwest"
"1260",1260,"2020-02-03","IL",37,0,"Midwest"
"1261",1261,"2020-02-04","IL",28,0,"Midwest"
"1262",1262,"2020-02-05","IL",32,0,"Midwest"
"1263",1263,"2020-02-06","IL",32,0,"Midwest"
"1264",1264,"2020-02-07","IL",21,8,"Midwest"
"1265",1265,"2020-02-08","IL",14,0,"Midwest"
"1266",1266,"2020-02-09","IL",19,0,"Midwest"
"1267",1267,"2020-02-10","IL",27,0,"Midwest"
"1268",1268,"2020-02-11","IL",16,0,"Midwest"
"1269",1269,"2020-02-12","IL",36,0,"Midwest"
"1270",1270,"2020-02-13","IL",20,0,"Midwest"
"1271",1271,"2020-02-14","IL",12,0,"Midwest"
"1272",1272,"2020-02-15","IL",10,0,"Midwest"
"1273",1273,"2020-02-16","IL",9,0,"Midwest"
"1274",1274,"2020-02-17","IL",12,0,"Midwest"
"1275",1275,"2020-02-18","IL",11,0,"Midwest"
"1276",1276,"2020-02-19","IL",16,0,"Midwest"
"1277",1277,"2020-02-20","IL",19,0,"Midwest"
"1278",1278,"2020-02-21","IL",0,0,"Midwest"
"1279",1279,"2020-02-22","IL",0,0,"Midwest"
"1280",1280,"2020-02-23","IL",9,0,"Midwest"
"1281",1281,"2020-02-24","IL",8,0,"Midwest"
"1282",1282,"2020-02-25","IL",19,0,"Midwest"
"1283",1283,"2020-02-26","IL",30,7,"Midwest"
"1284",1284,"2020-02-27","IL",35,0,"Midwest"
"1285",1285,"2020-02-28","IL",16,0,"Midwest"
"1286",1286,"2020-02-29","IL",46,0,"Midwest"
"1287",1287,"2020-03-01","IL",18,0,"Midwest"
"1288",1288,"2020-03-02","IL",31,0,"Midwest"
"1289",1289,"2020-03-03","IL",23,0,"Midwest"
"1290",1290,"2020-03-04","IL",31,0,"Midwest"
"1291",1291,"2020-03-05","IL",20,0,"Midwest"
"1292",1292,"2020-03-06","IL",31,0,"Midwest"
"1293",1293,"2020-03-07","IL",33,0,"Midwest"
"1294",1294,"2020-03-08","IL",9,0,"Midwest"
"1295",1295,"2020-03-09","IL",38,0,"Midwest"
"1296",1296,"2020-03-10","IL",27,8,"Midwest"
"1297",1297,"2020-03-11","IL",20,0,"Midwest"
"1298",1298,"2020-03-12","IL",37,0,"Midwest"
"1299",1299,"2020-03-13","IL",56,0,"Midwest"
"1300",1300,"2020-03-14","IL",51,0,"Midwest"
"1301",1301,"2020-03-15","IL",55,9,"Midwest"
"1302",1302,"2020-03-16","IL",47,0,"Midwest"
"1303",1303,"2020-03-17","IL",52,0,"Midwest"
"1304",1304,"2020-03-18","IL",59,12,"Midwest"
"1305",1305,"2020-03-19","IL",54,23,"Midwest"
"1306",1306,"2020-03-20","IL",53,11,"Midwest"
"1307",1307,"2020-03-21","IL",65,9,"Midwest"
"1308",1308,"2020-03-22","IL",34,9,"Midwest"
"1309",1309,"2020-03-23","IL",36,7,"Midwest"
"1310",1310,"2020-03-24","IL",63,8,"Midwest"
"1311",1311,"2020-03-25","IL",57,0,"Midwest"
"1312",1312,"2020-03-26","IL",52,8,"Midwest"
"1313",1313,"2020-03-27","IL",67,0,"Midwest"
"1314",1314,"2020-03-28","IL",42,8,"Midwest"
"1315",1315,"2020-03-29","IL",58,0,"Midwest"
"1316",1316,"2020-03-30","IL",42,8,"Midwest"
"1317",1317,"2020-03-31","IL",34,0,"Midwest"
"1318",1318,"2020-04-01","IL",34,0,"Midwest"
"1319",1319,"2020-04-02","IL",8,0,"Midwest"
"1320",1320,"2020-04-03","IL",24,8,"Midwest"
"1321",1321,"2020-04-04","IL",17,0,"Midwest"
"1322",1322,"2020-04-05","IL",13,0,"Midwest"
"1323",1323,"2020-04-06","IL",15,0,"Midwest"
"1324",1324,"2020-04-07","IL",19,0,"Midwest"
"1325",1325,"2020-04-08","IL",34,0,"Midwest"
"1326",1326,"2020-04-09","IL",18,0,"Midwest"
"1327",1327,"2020-04-10","IL",23,0,"Midwest"
"1328",1328,"2020-04-11","IL",17,0,"Midwest"
"1329",1329,"2020-04-12","IL",21,0,"Midwest"
"1330",1330,"2020-04-13","IL",14,0,"Midwest"
"1331",1331,"2020-04-14","IL",7,0,"Midwest"
"1332",1332,"2020-04-15","IL",10,0,"Midwest"
"1333",1333,"2020-04-16","IL",21,0,"Midwest"
"1334",1334,"2020-04-17","IL",21,0,"Midwest"
"1335",1335,"2020-04-18","IL",8,0,"Midwest"
"1336",1336,"2020-01-21","IN",12,0,"Midwest"
"1337",1337,"2020-01-22","IN",43,0,"Midwest"
"1338",1338,"2020-01-23","IN",48,0,"Midwest"
"1339",1339,"2020-01-24","IN",69,0,"Midwest"
"1340",1340,"2020-01-25","IN",67,0,"Midwest"
"1341",1341,"2020-01-26","IN",41,0,"Midwest"
"1342",1342,"2020-01-27","IN",29,0,"Midwest"
"1343",1343,"2020-01-28","IN",24,0,"Midwest"
"1344",1344,"2020-01-29","IN",31,0,"Midwest"
"1345",1345,"2020-01-30","IN",49,0,"Midwest"
"1346",1346,"2020-01-31","IN",25,0,"Midwest"
"1347",1347,"2020-02-01","IN",29,0,"Midwest"
"1348",1348,"2020-02-02","IN",0,0,"Midwest"
"1349",1349,"2020-02-03","IN",27,0,"Midwest"
"1350",1350,"2020-02-04","IN",17,0,"Midwest"
"1351",1351,"2020-02-05","IN",41,0,"Midwest"
"1352",1352,"2020-02-06","IN",18,0,"Midwest"
"1353",1353,"2020-02-07","IN",25,0,"Midwest"
"1354",1354,"2020-02-08","IN",36,0,"Midwest"
"1355",1355,"2020-02-09","IN",14,0,"Midwest"
"1356",1356,"2020-02-10","IN",12,0,"Midwest"
"1357",1357,"2020-02-11","IN",12,0,"Midwest"
"1358",1358,"2020-02-12","IN",0,0,"Midwest"
"1359",1359,"2020-02-13","IN",24,0,"Midwest"
"1360",1360,"2020-02-14","IN",19,0,"Midwest"
"1361",1361,"2020-02-15","IN",15,0,"Midwest"
"1362",1362,"2020-02-16","IN",14,0,"Midwest"
"1363",1363,"2020-02-17","IN",12,0,"Midwest"
"1364",1364,"2020-02-18","IN",11,0,"Midwest"
"1365",1365,"2020-02-19","IN",12,0,"Midwest"
"1366",1366,"2020-02-20","IN",12,0,"Midwest"
"1367",1367,"2020-02-21","IN",0,0,"Midwest"
"1368",1368,"2020-02-22","IN",0,0,"Midwest"
"1369",1369,"2020-02-23","IN",0,0,"Midwest"
"1370",1370,"2020-02-24","IN",12,0,"Midwest"
"1371",1371,"2020-02-25","IN",17,0,"Midwest"
"1372",1372,"2020-02-26","IN",23,0,"Midwest"
"1373",1373,"2020-02-27","IN",34,0,"Midwest"
"1374",1374,"2020-02-28","IN",24,0,"Midwest"
"1375",1375,"2020-02-29","IN",14,0,"Midwest"
"1376",1376,"2020-03-01","IN",14,0,"Midwest"
"1377",1377,"2020-03-02","IN",11,0,"Midwest"
"1378",1378,"2020-03-03","IN",23,0,"Midwest"
"1379",1379,"2020-03-04","IN",0,0,"Midwest"
"1380",1380,"2020-03-05","IN",12,0,"Midwest"
"1381",1381,"2020-03-06","IN",18,0,"Midwest"
"1382",1382,"2020-03-07","IN",14,0,"Midwest"
"1383",1383,"2020-03-08","IN",28,0,"Midwest"
"1384",1384,"2020-03-09","IN",11,0,"Midwest"
"1385",1385,"2020-03-10","IN",23,0,"Midwest"
"1386",1386,"2020-03-11","IN",23,0,"Midwest"
"1387",1387,"2020-03-12","IN",50,0,"Midwest"
"1388",1388,"2020-03-13","IN",24,0,"Midwest"
"1389",1389,"2020-03-14","IN",57,0,"Midwest"
"1390",1390,"2020-03-15","IN",56,0,"Midwest"
"1391",1391,"2020-03-16","IN",24,0,"Midwest"
"1392",1392,"2020-03-17","IN",19,0,"Midwest"
"1393",1393,"2020-03-18","IN",100,13,"Midwest"
"1394",1394,"2020-03-19","IN",61,18,"Midwest"
"1395",1395,"2020-03-20","IN",29,0,"Midwest"
"1396",1396,"2020-03-21","IN",13,0,"Midwest"
"1397",1397,"2020-03-22","IN",44,13,"Midwest"
"1398",1398,"2020-03-23","IN",16,0,"Midwest"
"1399",1399,"2020-03-24","IN",23,0,"Midwest"
"1400",1400,"2020-03-25","IN",29,11,"Midwest"
"1401",1401,"2020-03-26","IN",29,11,"Midwest"
"1402",1402,"2020-03-27","IN",53,0,"Midwest"
"1403",1403,"2020-03-28","IN",24,0,"Midwest"
"1404",1404,"2020-03-29","IN",12,0,"Midwest"
"1405",1405,"2020-03-30","IN",23,0,"Midwest"
"1406",1406,"2020-03-31","IN",12,0,"Midwest"
"1407",1407,"2020-04-01","IN",17,0,"Midwest"
"1408",1408,"2020-04-02","IN",23,0,"Midwest"
"1409",1409,"2020-04-03","IN",22,0,"Midwest"
"1410",1410,"2020-04-04","IN",20,0,"Midwest"
"1411",1411,"2020-04-05","IN",14,0,"Midwest"
"1412",1412,"2020-04-06","IN",11,0,"Midwest"
"1413",1413,"2020-04-07","IN",12,12,"Midwest"
"1414",1414,"2020-04-08","IN",12,0,"Midwest"
"1415",1415,"2020-04-09","IN",0,0,"Midwest"
"1416",1416,"2020-04-10","IN",12,0,"Midwest"
"1417",1417,"2020-04-11","IN",13,0,"Midwest"
"1418",1418,"2020-04-12","IN",13,0,"Midwest"
"1419",1419,"2020-04-13","IN",11,0,"Midwest"
"1420",1420,"2020-04-14","IN",0,0,"Midwest"
"1421",1421,"2020-04-15","IN",0,0,"Midwest"
"1422",1422,"2020-04-16","IN",16,0,"Midwest"
"1423",1423,"2020-04-17","IN",11,0,"Midwest"
"1424",1424,"2020-04-18","IN",13,0,"Midwest"
"1425",1425,"2020-01-21","KS",10,0,"Midwest"
"1426",1426,"2020-01-22","KS",39,0,"Midwest"
"1427",1427,"2020-01-23","KS",40,0,"Midwest"
"1428",1428,"2020-01-24","KS",10,0,"Midwest"
"1429",1429,"2020-01-25","KS",25,0,"Midwest"
"1430",1430,"2020-01-26","KS",47,0,"Midwest"
"1431",1431,"2020-01-27","KS",39,0,"Midwest"
"1432",1432,"2020-01-28","KS",100,0,"Midwest"
"1433",1433,"2020-01-29","KS",50,0,"Midwest"
"1434",1434,"2020-01-30","KS",21,0,"Midwest"
"1435",1435,"2020-01-31","KS",42,0,"Midwest"
"1436",1436,"2020-02-01","KS",26,0,"Midwest"
"1437",1437,"2020-02-02","KS",13,0,"Midwest"
"1438",1438,"2020-02-03","KS",0,0,"Midwest"
"1439",1439,"2020-02-04","KS",0,0,"Midwest"
"1440",1440,"2020-02-05","KS",21,0,"Midwest"
"1441",1441,"2020-02-06","KS",21,0,"Midwest"
"1442",1442,"2020-02-07","KS",11,0,"Midwest"
"1443",1443,"2020-02-08","KS",13,0,"Midwest"
"1444",1444,"2020-02-09","KS",0,0,"Midwest"
"1445",1445,"2020-02-10","KS",0,0,"Midwest"
"1446",1446,"2020-02-11","KS",10,0,"Midwest"
"1447",1447,"2020-02-12","KS",10,0,"Midwest"
"1448",1448,"2020-02-13","KS",10,0,"Midwest"
"1449",1449,"2020-02-14","KS",0,0,"Midwest"
"1450",1450,"2020-02-15","KS",0,0,"Midwest"
"1451",1451,"2020-02-16","KS",0,0,"Midwest"
"1452",1452,"2020-02-17","KS",0,0,"Midwest"
"1453",1453,"2020-02-18","KS",20,0,"Midwest"
"1454",1454,"2020-02-19","KS",0,0,"Midwest"
"1455",1455,"2020-02-20","KS",10,0,"Midwest"
"1456",1456,"2020-02-21","KS",30,0,"Midwest"
"1457",1457,"2020-02-22","KS",0,0,"Midwest"
"1458",1458,"2020-02-23","KS",12,0,"Midwest"
"1459",1459,"2020-02-24","KS",0,0,"Midwest"
"1460",1460,"2020-02-25","KS",28,0,"Midwest"
"1461",1461,"2020-02-26","KS",9,0,"Midwest"
"1462",1462,"2020-02-27","KS",0,0,"Midwest"
"1463",1463,"2020-02-28","KS",20,0,"Midwest"
"1464",1464,"2020-02-29","KS",25,0,"Midwest"
"1465",1465,"2020-03-01","KS",0,0,"Midwest"
"1466",1466,"2020-03-02","KS",19,0,"Midwest"
"1467",1467,"2020-03-03","KS",0,0,"Midwest"
"1468",1468,"2020-03-04","KS",0,0,"Midwest"
"1469",1469,"2020-03-05","KS",0,0,"Midwest"
"1470",1470,"2020-03-06","KS",31,0,"Midwest"
"1471",1471,"2020-03-07","KS",0,0,"Midwest"
"1472",1472,"2020-03-08","KS",12,0,"Midwest"
"1473",1473,"2020-03-09","KS",10,0,"Midwest"
"1474",1474,"2020-03-10","KS",10,0,"Midwest"
"1475",1475,"2020-03-11","KS",10,0,"Midwest"
"1476",1476,"2020-03-12","KS",29,0,"Midwest"
"1477",1477,"2020-03-13","KS",31,0,"Midwest"
"1478",1478,"2020-03-14","KS",12,0,"Midwest"
"1479",1479,"2020-03-15","KS",24,0,"Midwest"
"1480",1480,"2020-03-16","KS",30,0,"Midwest"
"1481",1481,"2020-03-17","KS",41,0,"Midwest"
"1482",1482,"2020-03-18","KS",52,10,"Midwest"
"1483",1483,"2020-03-19","KS",63,10,"Midwest"
"1484",1484,"2020-03-20","KS",29,0,"Midwest"
"1485",1485,"2020-03-21","KS",34,11,"Midwest"
"1486",1486,"2020-03-22","KS",0,0,"Midwest"
"1487",1487,"2020-03-23","KS",9,0,"Midwest"
"1488",1488,"2020-03-24","KS",29,0,"Midwest"
"1489",1489,"2020-03-25","KS",30,0,"Midwest"
"1490",1490,"2020-03-26","KS",20,10,"Midwest"
"1491",1491,"2020-03-27","KS",9,0,"Midwest"
"1492",1492,"2020-03-28","KS",11,0,"Midwest"
"1493",1493,"2020-03-29","KS",0,0,"Midwest"
"1494",1494,"2020-03-30","KS",0,0,"Midwest"
"1495",1495,"2020-03-31","KS",28,0,"Midwest"
"1496",1496,"2020-04-01","KS",0,0,"Midwest"
"1497",1497,"2020-04-02","KS",27,0,"Midwest"
"1498",1498,"2020-04-03","KS",9,0,"Midwest"
"1499",1499,"2020-04-04","KS",0,0,"Midwest"
"1500",1500,"2020-04-05","KS",0,0,"Midwest"
"1501",1501,"2020-04-06","KS",9,0,"Midwest"
"1502",1502,"2020-04-07","KS",9,0,"Midwest"
"1503",1503,"2020-04-08","KS",19,0,"Midwest"
"1504",1504,"2020-04-09","KS",0,0,"Midwest"
"1505",1505,"2020-04-10","KS",10,0,"Midwest"
"1506",1506,"2020-04-11","KS",0,0,"Midwest"
"1507",1507,"2020-04-12","KS",10,0,"Midwest"
"1508",1508,"2020-04-13","KS",18,0,"Midwest"
"1509",1509,"2020-04-14","KS",9,0,"Midwest"
"1510",1510,"2020-04-15","KS",0,0,"Midwest"
"1511",1511,"2020-04-16","KS",8,0,"Midwest"
"1512",1512,"2020-04-17","KS",0,0,"Midwest"
"1513",1513,"2020-04-18","KS",10,0,"Midwest"
"1514",1514,"2020-01-21","KY",27,0,"South"
"1515",1515,"2020-01-22","KY",49,0,"South"
"1516",1516,"2020-01-23","KY",36,0,"South"
"1517",1517,"2020-01-24","KY",100,0,"South"
"1518",1518,"2020-01-25","KY",52,0,"South"
"1519",1519,"2020-01-26","KY",67,0,"South"
"1520",1520,"2020-01-27","KY",21,0,"South"
"1521",1521,"2020-01-28","KY",63,0,"South"
"1522",1522,"2020-01-29","KY",32,0,"South"
"1523",1523,"2020-01-30","KY",32,0,"South"
"1524",1524,"2020-01-31","KY",23,0,"South"
"1525",1525,"2020-02-01","KY",36,0,"South"
"1526",1526,"2020-02-02","KY",16,0,"South"
"1527",1527,"2020-02-03","KY",21,0,"South"
"1528",1528,"2020-02-04","KY",13,0,"South"
"1529",1529,"2020-02-05","KY",17,0,"South"
"1530",1530,"2020-02-06","KY",22,0,"South"
"1531",1531,"2020-02-07","KY",23,0,"South"
"1532",1532,"2020-02-08","KY",10,0,"South"
"1533",1533,"2020-02-09","KY",10,0,"South"
"1534",1534,"2020-02-10","KY",9,0,"South"
"1535",1535,"2020-02-11","KY",21,0,"South"
"1536",1536,"2020-02-12","KY",9,0,"South"
"1537",1537,"2020-02-13","KY",0,0,"South"
"1538",1538,"2020-02-14","KY",14,0,"South"
"1539",1539,"2020-02-15","KY",10,0,"South"
"1540",1540,"2020-02-16","KY",10,0,"South"
"1541",1541,"2020-02-17","KY",18,0,"South"
"1542",1542,"2020-02-18","KY",8,0,"South"
"1543",1543,"2020-02-19","KY",13,0,"South"
"1544",1544,"2020-02-20","KY",9,0,"South"
"1545",1545,"2020-02-21","KY",0,0,"South"
"1546",1546,"2020-02-22","KY",15,0,"South"
"1547",1547,"2020-02-23","KY",10,0,"South"
"1548",1548,"2020-02-24","KY",17,0,"South"
"1549",1549,"2020-02-25","KY",17,0,"South"
"1550",1550,"2020-02-26","KY",22,0,"South"
"1551",1551,"2020-02-27","KY",13,0,"South"
"1552",1552,"2020-02-28","KY",27,0,"South"
"1553",1553,"2020-02-29","KY",15,0,"South"
"1554",1554,"2020-03-01","KY",8,0,"South"
"1555",1555,"2020-03-02","KY",26,7,"South"
"1556",1556,"2020-03-03","KY",14,0,"South"
"1557",1557,"2020-03-04","KY",8,0,"South"
"1558",1558,"2020-03-05","KY",17,0,"South"
"1559",1559,"2020-03-06","KY",30,0,"South"
"1560",1560,"2020-03-07","KY",20,0,"South"
"1561",1561,"2020-03-08","KY",10,0,"South"
"1562",1562,"2020-03-09","KY",8,0,"South"
"1563",1563,"2020-03-10","KY",8,0,"South"
"1564",1564,"2020-03-11","KY",21,0,"South"
"1565",1565,"2020-03-12","KY",44,0,"South"
"1566",1566,"2020-03-13","KY",39,0,"South"
"1567",1567,"2020-03-14","KY",35,0,"South"
"1568",1568,"2020-03-15","KY",15,0,"South"
"1569",1569,"2020-03-16","KY",55,0,"South"
"1570",1570,"2020-03-17","KY",38,0,"South"
"1571",1571,"2020-03-18","KY",55,17,"South"
"1572",1572,"2020-03-19","KY",38,8,"South"
"1573",1573,"2020-03-20","KY",49,8,"South"
"1574",1574,"2020-03-21","KY",42,9,"South"
"1575",1575,"2020-03-22","KY",41,9,"South"
"1576",1576,"2020-03-23","KY",31,0,"South"
"1577",1577,"2020-03-24","KY",33,0,"South"
"1578",1578,"2020-03-25","KY",46,0,"South"
"1579",1579,"2020-03-26","KY",68,0,"South"
"1580",1580,"2020-03-27","KY",28,0,"South"
"1581",1581,"2020-03-28","KY",34,0,"South"
