"","Day","State","ChinaVirusInterest","KungFluInterest"
"764",2020-03-12,"DE",27,0
"765",2020-03-13,"DE",84,0
"766",2020-03-14,"DE",32,0
"767",2020-03-15,"DE",30,0
"768",2020-03-16,"DE",55,0
"769",2020-03-17,"DE",27,0
"770",2020-03-18,"DE",54,54
"771",2020-03-19,"DE",40,0
"772",2020-03-20,"DE",39,0
"773",2020-03-21,"DE",59,0
"774",2020-03-22,"DE",0,0
"775",2020-03-23,"DE",47,0
"776",2020-03-24,"DE",52,0
"777",2020-03-25,"DE",40,0
"778",2020-03-26,"DE",68,0
"779",2020-03-27,"DE",0,0
"780",2020-03-28,"DE",27,0
"781",2020-03-29,"DE",40,0
"782",2020-03-30,"DE",51,0
"783",2020-03-31,"DE",24,0
"784",2020-04-01,"DE",25,0
"785",2020-04-02,"DE",0,0
"786",2020-04-03,"DE",25,0
"787",2020-04-04,"DE",0,0
"788",2020-04-05,"DE",28,0
"789",2020-04-06,"DE",25,0
"790",2020-04-07,"DE",0,0
"791",2020-04-08,"DE",50,0
"792",2020-04-09,"DE",0,0
"793",2020-04-10,"DE",0,0
"794",2020-04-11,"DE",0,0
"795",2020-04-12,"DE",28,0
"796",2020-04-13,"DE",49,0
"797",2020-04-14,"DE",0,0
"798",2020-04-15,"DE",24,0
"799",2020-04-16,"DE",23,0
"800",2020-04-17,"DE",0,0
"801",2020-04-18,"DE",0,0
"802",2020-01-21,"FL",48,0
"803",2020-01-22,"FL",49,0
"804",2020-01-23,"FL",53,0
"805",2020-01-24,"FL",63,0
"806",2020-01-25,"FL",100,2
"807",2020-01-26,"FL",65,2
"808",2020-01-27,"FL",55,3
"809",2020-01-28,"FL",62,0
"810",2020-01-29,"FL",44,0
"811",2020-01-30,"FL",63,0
"812",2020-01-31,"FL",53,0
"813",2020-02-01,"FL",53,0
"814",2020-02-02,"FL",30,0
"815",2020-02-03,"FL",18,0
"816",2020-02-04,"FL",23,0
"817",2020-02-05,"FL",12,0
"818",2020-02-06,"FL",26,0
"819",2020-02-07,"FL",18,0
"820",2020-02-08,"FL",25,0
"821",2020-02-09,"FL",21,0
"822",2020-02-10,"FL",24,0
"823",2020-02-11,"FL",11,0
"824",2020-02-12,"FL",21,0
"825",2020-02-13,"FL",10,0
"826",2020-02-14,"FL",13,0
"827",2020-02-15,"FL",15,0
"828",2020-02-16,"FL",20,0
"829",2020-02-17,"FL",5,0
"830",2020-02-18,"FL",13,0
"831",2020-02-19,"FL",11,0
"832",2020-02-20,"FL",12,0
"833",2020-02-21,"FL",14,0
"834",2020-02-22,"FL",7,0
"835",2020-02-23,"FL",11,0
"836",2020-02-24,"FL",11,0
"837",2020-02-25,"FL",17,0
"838",2020-02-26,"FL",27,0
"839",2020-02-27,"FL",18,0
"840",2020-02-28,"FL",15,2
"841",2020-02-29,"FL",24,0
"842",2020-03-01,"FL",25,0
"843",2020-03-02,"FL",28,0
"844",2020-03-03,"FL",25,0
"845",2020-03-04,"FL",17,2
"846",2020-03-05,"FL",17,0
"847",2020-03-06,"FL",16,2
"848",2020-03-07,"FL",20,0
"849",2020-03-08,"FL",19,0
"850",2020-03-09,"FL",21,0
"851",2020-03-10,"FL",17,0
"852",2020-03-11,"FL",22,0
"853",2020-03-12,"FL",51,0
"854",2020-03-13,"FL",49,0
"855",2020-03-14,"FL",35,0
"856",2020-03-15,"FL",34,0
"857",2020-03-16,"FL",43,0
"858",2020-03-17,"FL",46,0
"859",2020-03-18,"FL",50,13
"860",2020-03-19,"FL",59,11
"861",2020-03-20,"FL",50,5
"862",2020-03-21,"FL",64,0
"863",2020-03-22,"FL",48,0
"864",2020-03-23,"FL",35,5
"865",2020-03-24,"FL",34,2
"866",2020-03-25,"FL",70,0
"867",2020-03-26,"FL",56,2
"868",2020-03-27,"FL",47,2
"869",2020-03-28,"FL",39,2
"870",2020-03-29,"FL",30,4
"871",2020-03-30,"FL",24,3
"872",2020-03-31,"FL",34,3
"873",2020-04-01,"FL",18,0
"874",2020-04-02,"FL",24,0
"875",2020-04-03,"FL",30,0
"876",2020-04-04,"FL",26,2
"877",2020-04-05,"FL",24,0
"878",2020-04-06,"FL",15,0
"879",2020-04-07,"FL",12,0
"880",2020-04-08,"FL",14,0
"881",2020-04-09,"FL",15,0
"882",2020-04-10,"FL",18,2
"883",2020-04-11,"FL",9,0
"884",2020-04-12,"FL",11,0
"885",2020-04-13,"FL",10,0
"886",2020-04-14,"FL",18,0
"887",2020-04-15,"FL",16,0
"888",2020-04-16,"FL",19,0
"889",2020-04-17,"FL",15,0
"890",2020-04-18,"FL",15,0
"891",2020-01-21,"GA",27,0
"892",2020-01-22,"GA",65,0
"893",2020-01-23,"GA",73,0
"894",2020-01-24,"GA",100,0
"895",2020-01-25,"GA",73,0
"896",2020-01-26,"GA",72,0
"897",2020-01-27,"GA",55,0
"898",2020-01-28,"GA",52,0
"899",2020-01-29,"GA",61,4
"900",2020-01-30,"GA",55,0
"901",2020-01-31,"GA",42,4
"902",2020-02-01,"GA",27,0
"903",2020-02-02,"GA",25,0
"904",2020-02-03,"GA",29,0
"905",2020-02-04,"GA",17,0
"906",2020-02-05,"GA",17,4
"907",2020-02-06,"GA",24,0
"908",2020-02-07,"GA",23,0
"909",2020-02-08,"GA",20,0
"910",2020-02-09,"GA",16,0
"911",2020-02-10,"GA",13,0
"912",2020-02-11,"GA",18,0
"913",2020-02-12,"GA",26,4
"914",2020-02-13,"GA",17,0
"915",2020-02-14,"GA",12,0
"916",2020-02-15,"GA",9,0
"917",2020-02-16,"GA",13,0
"918",2020-02-17,"GA",18,0
"919",2020-02-18,"GA",7,0
"920",2020-02-19,"GA",7,0
"921",2020-02-20,"GA",15,0
"922",2020-02-21,"GA",11,0
"923",2020-02-22,"GA",9,0
"924",2020-02-23,"GA",4,0
"925",2020-02-24,"GA",9,0
"926",2020-02-25,"GA",15,0
"927",2020-02-26,"GA",16,0
"928",2020-02-27,"GA",16,0
"929",2020-02-28,"GA",23,0
"930",2020-02-29,"GA",11,0
"931",2020-03-01,"GA",20,0
"932",2020-03-02,"GA",20,0
"933",2020-03-03,"GA",19,0
"934",2020-03-04,"GA",14,0
"935",2020-03-05,"GA",21,0
"936",2020-03-06,"GA",8,0
"937",2020-03-07,"GA",20,0
"938",2020-03-08,"GA",16,0
"939",2020-03-09,"GA",13,3
"940",2020-03-10,"GA",23,0
"941",2020-03-11,"GA",27,0
"942",2020-03-12,"GA",49,0
"943",2020-03-13,"GA",46,0
"944",2020-03-14,"GA",40,0
"945",2020-03-15,"GA",31,0
"946",2020-03-16,"GA",42,0
"947",2020-03-17,"GA",48,10
"948",2020-03-18,"GA",51,12
"949",2020-03-19,"GA",28,12
"950",2020-03-20,"GA",36,10
"951",2020-03-21,"GA",33,4
"952",2020-03-22,"GA",49,4
"953",2020-03-23,"GA",33,0
"954",2020-03-24,"GA",45,3
"955",2020-03-25,"GA",56,0
"956",2020-03-26,"GA",38,3
"957",2020-03-27,"GA",38,0
"958",2020-03-28,"GA",36,4
"959",2020-03-29,"GA",26,0
"960",2020-03-30,"GA",26,3
"961",2020-03-31,"GA",16,0
"962",2020-04-01,"GA",34,0
"963",2020-04-02,"GA",11,0
"964",2020-04-03,"GA",12,0
"965",2020-04-04,"GA",13,4
"966",2020-04-05,"GA",17,0
"967",2020-04-06,"GA",20,0
"968",2020-04-07,"GA",13,0
"969",2020-04-08,"GA",13,0
"970",2020-04-09,"GA",12,0
"971",2020-04-10,"GA",10,0
"972",2020-04-11,"GA",10,0
"973",2020-04-12,"GA",18,0
"974",2020-04-13,"GA",8,5
"975",2020-04-14,"GA",11,0
"976",2020-04-15,"GA",11,0
"977",2020-04-16,"GA",20,0
"978",2020-04-17,"GA",15,0
"979",2020-04-18,"GA",22,0
"980",2020-01-21,"HI",22,0
"981",2020-01-22,"HI",74,0
"982",2020-01-23,"HI",85,0
"983",2020-01-24,"HI",76,0
"984",2020-01-25,"HI",95,0
"985",2020-01-26,"HI",67,0
"986",2020-01-27,"HI",51,0
"987",2020-01-28,"HI",62,0
"988",2020-01-29,"HI",75,0
"989",2020-01-30,"HI",100,0
"990",2020-01-31,"HI",56,0
"991",2020-02-01,"HI",51,0
"992",2020-02-02,"HI",49,0
"993",2020-02-03,"HI",53,0
"994",2020-02-04,"HI",45,0
"995",2020-02-05,"HI",33,0
"996",2020-02-06,"HI",75,0
"997",2020-02-07,"HI",54,0
"998",2020-02-08,"HI",50,0
"999",2020-02-09,"HI",51,0
"1000",2020-02-10,"HI",43,0
"1001",2020-02-11,"HI",31,0
"1002",2020-02-12,"HI",43,0
"1003",2020-02-13,"HI",64,0
"1004",2020-02-14,"HI",42,0
"1005",2020-02-15,"HI",0,0
"1006",2020-02-16,"HI",35,0
"1007",2020-02-17,"HI",0,0
"1008",2020-02-18,"HI",20,0
"1009",2020-02-19,"HI",40,0
"1010",2020-02-20,"HI",20,0
"1011",2020-02-21,"HI",30,0
"1012",2020-02-22,"HI",23,0
"1013",2020-02-23,"HI",45,0
"1014",2020-02-24,"HI",21,0
"1015",2020-02-25,"HI",20,0
"1016",2020-02-26,"HI",20,0
"1017",2020-02-27,"HI",30,20
"1018",2020-02-28,"HI",40,0
"1019",2020-02-29,"HI",22,0
"1020",2020-03-01,"HI",46,0
"1021",2020-03-02,"HI",50,0
"1022",2020-03-03,"HI",20,0
"1023",2020-03-04,"HI",20,0
"1024",2020-03-05,"HI",0,0
"1025",2020-03-06,"HI",0,0
"1026",2020-03-07,"HI",44,0
"1027",2020-03-08,"HI",23,0
"1028",2020-03-09,"HI",30,0
"1029",2020-03-10,"HI",20,0
"1030",2020-03-11,"HI",20,0
"1031",2020-03-12,"HI",38,0
"1032",2020-03-13,"HI",39,0
"1033",2020-03-14,"HI",33,0
"1034",2020-03-15,"HI",43,0
"1035",2020-03-16,"HI",69,0
"1036",2020-03-17,"HI",19,0
"1037",2020-03-18,"HI",39,0
"1038",2020-03-19,"HI",58,39
"1039",2020-03-20,"HI",29,0
"1040",2020-03-21,"HI",21,0
"1041",2020-03-22,"HI",23,0
"1042",2020-03-23,"HI",20,0
"1043",2020-03-24,"HI",20,0
"1044",2020-03-25,"HI",48,0
"1045",2020-03-26,"HI",41,0
"1046",2020-03-27,"HI",50,0
"1047",2020-03-28,"HI",0,0
"1048",2020-03-29,"HI",43,0
"1049",2020-03-30,"HI",19,0
"1050",2020-03-31,"HI",57,0
"1051",2020-04-01,"HI",19,0
"1052",2020-04-02,"HI",29,0
"1053",2020-04-03,"HI",19,0
"1054",2020-04-04,"HI",0,0
"1055",2020-04-05,"HI",22,0
"1056",2020-04-06,"HI",19,0
"1057",2020-04-07,"HI",0,0
"1058",2020-04-08,"HI",29,0
"1059",2020-04-09,"HI",39,0
"1060",2020-04-10,"HI",20,0
"1061",2020-04-11,"HI",22,0
"1062",2020-04-12,"HI",22,0
"1063",2020-04-13,"HI",20,0
"1064",2020-04-14,"HI",18,0
"1065",2020-04-15,"HI",19,0
"1066",2020-04-16,"HI",0,0
"1067",2020-04-17,"HI",38,0
"1068",2020-04-18,"HI",0,0
"1069",2020-01-21,"IA",16,0
"1070",2020-01-22,"IA",16,0
"1071",2020-01-23,"IA",16,0
"1072",2020-01-24,"IA",76,0
"1073",2020-01-25,"IA",77,0
"1074",2020-01-26,"IA",53,0
"1075",2020-01-27,"IA",23,0
"1076",2020-01-28,"IA",55,0
"1077",2020-01-29,"IA",16,0
"1078",2020-01-30,"IA",42,17
"1079",2020-01-31,"IA",68,0
"1080",2020-02-01,"IA",29,0
"1081",2020-02-02,"IA",27,0
"1082",2020-02-03,"IA",15,0
"1083",2020-02-04,"IA",0,0
"1084",2020-02-05,"IA",33,0
"1085",2020-02-06,"IA",16,0
"1086",2020-02-07,"IA",17,0
"1087",2020-02-08,"IA",38,0
"1088",2020-02-09,"IA",29,0
"1089",2020-02-10,"IA",24,0
"1090",2020-02-11,"IA",0,0
"1091",2020-02-12,"IA",33,0
"1092",2020-02-13,"IA",25,0
"1093",2020-02-14,"IA",34,0
"1094",2020-02-15,"IA",19,0
"1095",2020-02-16,"IA",0,0
"1096",2020-02-17,"IA",0,0
"1097",2020-02-18,"IA",31,0
"1098",2020-02-19,"IA",31,0
"1099",2020-02-20,"IA",16,0
"1100",2020-02-21,"IA",16,0
"1101",2020-02-22,"IA",0,0
"1102",2020-02-23,"IA",18,0
"1103",2020-02-24,"IA",30,0
"1104",2020-02-25,"IA",16,0
"1105",2020-02-26,"IA",23,0
"1106",2020-02-27,"IA",15,0
"1107",2020-02-28,"IA",16,0
"1108",2020-02-29,"IA",18,0
"1109",2020-03-01,"IA",35,0
"1110",2020-03-02,"IA",23,0
"1111",2020-03-03,"IA",15,0
"1112",2020-03-04,"IA",15,0
"1113",2020-03-05,"IA",16,0
"1114",2020-03-06,"IA",32,0
"1115",2020-03-07,"IA",17,0
"1116",2020-03-08,"IA",34,0
"1117",2020-03-09,"IA",30,0
"1118",2020-03-10,"IA",29,0
"1119",2020-03-11,"IA",45,0
"1120",2020-03-12,"IA",15,0
"1121",2020-03-13,"IA",30,0
"1122",2020-03-14,"IA",100,0
"1123",2020-03-15,"IA",48,0
"1124",2020-03-16,"IA",37,0
"1125",2020-03-17,"IA",45,0
"1126",2020-03-18,"IA",73,15
"1127",2020-03-19,"IA",22,15
"1128",2020-03-20,"IA",14,14
"1129",2020-03-21,"IA",33,17
"1130",2020-03-22,"IA",34,0
"1131",2020-03-23,"IA",0,0
"1132",2020-03-24,"IA",14,0
"1133",2020-03-25,"IA",35,0
"1134",2020-03-26,"IA",14,0
"1135",2020-03-27,"IA",28,0
"1136",2020-03-28,"IA",24,0
"1137",2020-03-29,"IA",31,0
"1138",2020-03-30,"IA",14,0
"1139",2020-03-31,"IA",19,0
"1140",2020-04-01,"IA",19,0
"1141",2020-04-02,"IA",27,0
"1142",2020-04-03,"IA",14,0
"1143",2020-04-04,"IA",0,0
"1144",2020-04-05,"IA",15,0
"1145",2020-04-06,"IA",0,0
"1146",2020-04-07,"IA",14,0
"1147",2020-04-08,"IA",0,0
"1148",2020-04-09,"IA",29,0
"1149",2020-04-10,"IA",0,0
"1150",2020-04-11,"IA",16,0
"1151",2020-04-12,"IA",16,0
"1152",2020-04-13,"IA",0,0
"1153",2020-04-14,"IA",13,0
"1154",2020-04-15,"IA",13,0
"1155",2020-04-16,"IA",0,0
"1156",2020-04-17,"IA",0,0
"1157",2020-04-18,"IA",0,0
"1158",2020-01-21,"ID",37,0
"1159",2020-01-22,"ID",58,0
"1160",2020-01-23,"ID",57,0
"1161",2020-01-24,"ID",100,0
"1162",2020-01-25,"ID",73,0
"1163",2020-01-26,"ID",48,0
"1164",2020-01-27,"ID",44,2
"1165",2020-01-28,"ID",40,0
"1166",2020-01-29,"ID",24,0
"1167",2020-01-30,"ID",36,3
"1168",2020-01-31,"ID",31,0
"1169",2020-02-01,"ID",21,0
"1170",2020-02-02,"ID",19,0
"1171",2020-02-03,"ID",13,0
"1172",2020-02-04,"ID",16,0
"1173",2020-02-05,"ID",20,0
"1174",2020-02-06,"ID",19,0
"1175",2020-02-07,"ID",17,0
"1176",2020-02-08,"ID",15,0
"1177",2020-02-09,"ID",13,0
"1178",2020-02-10,"ID",10,2
"1179",2020-02-11,"ID",10,2
"1180",2020-02-12,"ID",12,0
"1181",2020-02-13,"ID",9,0
"1182",2020-02-14,"ID",10,0
"1183",2020-02-15,"ID",8,0
"1184",2020-02-16,"ID",13,0
"1185",2020-02-17,"ID",8,0
"1186",2020-02-18,"ID",9,0
"1187",2020-02-19,"ID",9,0
"1188",2020-02-20,"ID",8,0
"1189",2020-02-21,"ID",4,0
"1190",2020-02-22,"ID",13,0
"1191",2020-02-23,"ID",9,0
"1192",2020-02-24,"ID",8,0
"1193",2020-02-25,"ID",9,0
"1194",2020-02-26,"ID",9,0
"1195",2020-02-27,"ID",17,0
"1196",2020-02-28,"ID",17,0
"1197",2020-02-29,"ID",11,0
"1198",2020-03-01,"ID",9,2
"1199",2020-03-02,"ID",11,0
"1200",2020-03-03,"ID",9,0
"1201",2020-03-04,"ID",8,0
"1202",2020-03-05,"ID",13,0
"1203",2020-03-06,"ID",16,2
"1204",2020-03-07,"ID",10,0
"1205",2020-03-08,"ID",8,0
"1206",2020-03-09,"ID",14,0
"1207",2020-03-10,"ID",13,0
"1208",2020-03-11,"ID",22,4
"1209",2020-03-12,"ID",34,0
"1210",2020-03-13,"ID",32,0
"1211",2020-03-14,"ID",28,0
"1212",2020-03-15,"ID",26,0
"1213",2020-03-16,"ID",25,0
"1214",2020-03-17,"ID",23,2
"1215",2020-03-18,"ID",35,13
"1216",2020-03-19,"ID",43,18
"1217",2020-03-20,"ID",26,8
"1218",2020-03-21,"ID",24,7
"1219",2020-03-22,"ID",34,6
"1220",2020-03-23,"ID",27,0
"1221",2020-03-24,"ID",28,2
"1222",2020-03-25,"ID",44,2
"1223",2020-03-26,"ID",34,0
"1224",2020-03-27,"ID",26,0
"1225",2020-03-28,"ID",24,0
"1226",2020-03-29,"ID",17,2
"1227",2020-03-30,"ID",16,0
"1228",2020-03-31,"ID",12,2
"1229",2020-04-01,"ID",21,2
"1230",2020-04-02,"ID",8,0
"1231",2020-04-03,"ID",20,2
"1232",2020-04-04,"ID",20,0
"1233",2020-04-05,"ID",11,0
"1234",2020-04-06,"ID",16,0
"1235",2020-04-07,"ID",11,0
"1236",2020-04-08,"ID",9,0
"1237",2020-04-09,"ID",13,0
"1238",2020-04-10,"ID",8,0
"1239",2020-04-11,"ID",8,0
"1240",2020-04-12,"ID",9,0
"1241",2020-04-13,"ID",16,0
"1242",2020-04-14,"ID",5,0
"1243",2020-04-15,"ID",3,0
"1244",2020-04-16,"ID",8,2
"1245",2020-04-17,"ID",5,0
"1246",2020-04-18,"ID",9,0
"1247",2020-01-21,"IL",45,0
"1248",2020-01-22,"IL",62,0
"1249",2020-01-23,"IL",65,0
"1250",2020-01-24,"IL",94,0
"1251",2020-01-25,"IL",100,0
"1252",2020-01-26,"IL",70,0
"1253",2020-01-27,"IL",92,0
"1254",2020-01-28,"IL",61,0
"1255",2020-01-29,"IL",74,0
"1256",2020-01-30,"IL",41,0
"1257",2020-01-31,"IL",25,0
"1258",2020-02-01,"IL",29,10
"1259",2020-02-02,"IL",43,19
"1260",2020-02-03,"IL",37,0
"1261",2020-02-04,"IL",28,0
"1262",2020-02-05,"IL",32,0
"1263",2020-02-06,"IL",32,0
"1264",2020-02-07,"IL",21,8
"1265",2020-02-08,"IL",14,0
"1266",2020-02-09,"IL",19,0
"1267",2020-02-10,"IL",27,0
"1268",2020-02-11,"IL",16,0
"1269",2020-02-12,"IL",36,0
"1270",2020-02-13,"IL",20,0
"1271",2020-02-14,"IL",12,0
"1272",2020-02-15,"IL",10,0
"1273",2020-02-16,"IL",9,0
"1274",2020-02-17,"IL",12,0
"1275",2020-02-18,"IL",11,0
"1276",2020-02-19,"IL",16,0
"1277",2020-02-20,"IL",19,0
"1278",2020-02-21,"IL",0,0
"1279",2020-02-22,"IL",0,0
"1280",2020-02-23,"IL",9,0
"1281",2020-02-24,"IL",8,0
"1282",2020-02-25,"IL",19,0
"1283",2020-02-26,"IL",30,7
"1284",2020-02-27,"IL",35,0
"1285",2020-02-28,"IL",16,0
"1286",2020-02-29,"IL",46,0
"1287",2020-03-01,"IL",18,0
"1288",2020-03-02,"IL",31,0
"1289",2020-03-03,"IL",23,0
"1290",2020-03-04,"IL",31,0
"1291",2020-03-05,"IL",20,0
"1292",2020-03-06,"IL",31,0
"1293",2020-03-07,"IL",33,0
"1294",2020-03-08,"IL",9,0
"1295",2020-03-09,"IL",38,0
"1296",2020-03-10,"IL",27,8
"1297",2020-03-11,"IL",20,0
"1298",2020-03-12,"IL",37,0
"1299",2020-03-13,"IL",56,0
"1300",2020-03-14,"IL",51,0
"1301",2020-03-15,"IL",55,9
"1302",2020-03-16,"IL",47,0
"1303",2020-03-17,"IL",52,0
"1304",2020-03-18,"IL",59,12
"1305",2020-03-19,"IL",54,23
"1306",2020-03-20,"IL",53,11
"1307",2020-03-21,"IL",65,9
"1308",2020-03-22,"IL",34,9
"1309",2020-03-23,"IL",36,7
"1310",2020-03-24,"IL",63,8
"1311",2020-03-25,"IL",57,0
"1312",2020-03-26,"IL",52,8
"1313",2020-03-27,"IL",67,0
"1314",2020-03-28,"IL",42,8
"1315",2020-03-29,"IL",58,0
"1316",2020-03-30,"IL",42,8
"1317",2020-03-31,"IL",34,0
"1318",2020-04-01,"IL",34,0
"1319",2020-04-02,"IL",8,0
"1320",2020-04-03,"IL",24,8
"1321",2020-04-04,"IL",17,0
"1322",2020-04-05,"IL",13,0
"1323",2020-04-06,"IL",15,0
"1324",2020-04-07,"IL",19,0
"1325",2020-04-08,"IL",34,0
"1326",2020-04-09,"IL",18,0
"1327",2020-04-10,"IL",23,0
"1328",2020-04-11,"IL",17,0
"1329",2020-04-12,"IL",21,0
"1330",2020-04-13,"IL",14,0
"1331",2020-04-14,"IL",7,0
"1332",2020-04-15,"IL",10,0
"1333",2020-04-16,"IL",21,0
"1334",2020-04-17,"IL",21,0
"1335",2020-04-18,"IL",8,0
"1336",2020-01-21,"IN",12,0
"1337",2020-01-22,"IN",43,0
"1338",2020-01-23,"IN",48,0
"1339",2020-01-24,"IN",69,0
"1340",2020-01-25,"IN",67,0
"1341",2020-01-26,"IN",41,0
"1342",2020-01-27,"IN",29,0
"1343",2020-01-28,"IN",24,0
"1344",2020-01-29,"IN",31,0
"1345",2020-01-30,"IN",49,0
"1346",2020-01-31,"IN",25,0
"1347",2020-02-01,"IN",29,0
"1348",2020-02-02,"IN",0,0
"1349",2020-02-03,"IN",27,0
"1350",2020-02-04,"IN",17,0
"1351",2020-02-05,"IN",41,0
"1352",2020-02-06,"IN",18,0
"1353",2020-02-07,"IN",25,0
"1354",2020-02-08,"IN",36,0
"1355",2020-02-09,"IN",14,0
"1356",2020-02-10,"IN",12,0
"1357",2020-02-11,"IN",12,0
"1358",2020-02-12,"IN",0,0
"1359",2020-02-13,"IN",24,0
"1360",2020-02-14,"IN",19,0
"1361",2020-02-15,"IN",15,0
"1362",2020-02-16,"IN",14,0
"1363",2020-02-17,"IN",12,0
"1364",2020-02-18,"IN",11,0
"1365",2020-02-19,"IN",12,0
"1366",2020-02-20,"IN",12,0
"1367",2020-02-21,"IN",0,0
"1368",2020-02-22,"IN",0,0
"1369",2020-02-23,"IN",0,0
"1370",2020-02-24,"IN",12,0
"1371",2020-02-25,"IN",17,0
"1372",2020-02-26,"IN",23,0
"1373",2020-02-27,"IN",34,0
"1374",2020-02-28,"IN",24,0
"1375",2020-02-29,"IN",14,0
"1376",2020-03-01,"IN",14,0
"1377",2020-03-02,"IN",11,0
"1378",2020-03-03,"IN",23,0
"1379",2020-03-04,"IN",0,0
"1380",2020-03-05,"IN",12,0
"1381",2020-03-06,"IN",18,0
"1382",2020-03-07,"IN",14,0
"1383",2020-03-08,"IN",28,0
"1384",2020-03-09,"IN",11,0
"1385",2020-03-10,"IN",23,0
"1386",2020-03-11,"IN",23,0
"1387",2020-03-12,"IN",50,0
"1388",2020-03-13,"IN",24,0
"1389",2020-03-14,"IN",57,0
"1390",2020-03-15,"IN",56,0
"1391",2020-03-16,"IN",24,0
"1392",2020-03-17,"IN",19,0
"1393",2020-03-18,"IN",100,13
"1394",2020-03-19,"IN",61,18
"1395",2020-03-20,"IN",29,0
"1396",2020-03-21,"IN",13,0
"1397",2020-03-22,"IN",44,13
"1398",2020-03-23,"IN",16,0
"1399",2020-03-24,"IN",23,0
"1400",2020-03-25,"IN",29,11
"1401",2020-03-26,"IN",29,11
"1402",2020-03-27,"IN",53,0
"1403",2020-03-28,"IN",24,0
"1404",2020-03-29,"IN",12,0
"1405",2020-03-30,"IN",23,0
"1406",2020-03-31,"IN",12,0
"1407",2020-04-01,"IN",17,0
"1408",2020-04-02,"IN",23,0
"1409",2020-04-03,"IN",22,0
"1410",2020-04-04,"IN",20,0
"1411",2020-04-05,"IN",14,0
"1412",2020-04-06,"IN",11,0
"1413",2020-04-07,"IN",12,12
"1414",2020-04-08,"IN",12,0
"1415",2020-04-09,"IN",0,0
"1416",2020-04-10,"IN",12,0
"1417",2020-04-11,"IN",13,0
"1418",2020-04-12,"IN",13,0
"1419",2020-04-13,"IN",11,0
"1420",2020-04-14,"IN",0,0
"1421",2020-04-15,"IN",0,0
"1422",2020-04-16,"IN",16,0
"1423",2020-04-17,"IN",11,0
"1424",2020-04-18,"IN",13,0
"1425",2020-01-21,"KS",10,0
"1426",2020-01-22,"KS",39,0
"1427",2020-01-23,"KS",40,0
"1428",2020-01-24,"KS",10,0
"1429",2020-01-25,"KS",25,0
"1430",2020-01-26,"KS",47,0
"1431",2020-01-27,"KS",39,0
"1432",2020-01-28,"KS",100,0
"1433",2020-01-29,"KS",50,0
"1434",2020-01-30,"KS",21,0
"1435",2020-01-31,"KS",42,0
"1436",2020-02-01,"KS",26,0
"1437",2020-02-02,"KS",13,0
"1438",2020-02-03,"KS",0,0
"1439",2020-02-04,"KS",0,0
"1440",2020-02-05,"KS",21,0
"1441",2020-02-06,"KS",21,0
"1442",2020-02-07,"KS",11,0
"1443",2020-02-08,"KS",13,0
"1444",2020-02-09,"KS",0,0
"1445",2020-02-10,"KS",0,0
"1446",2020-02-11,"KS",10,0
"1447",2020-02-12,"KS",10,0
"1448",2020-02-13,"KS",10,0
"1449",2020-02-14,"KS",0,0
"1450",2020-02-15,"KS",0,0
"1451",2020-02-16,"KS",0,0
"1452",2020-02-17,"KS",0,0
"1453",2020-02-18,"KS",20,0
"1454",2020-02-19,"KS",0,0
"1455",2020-02-20,"KS",10,0
"1456",2020-02-21,"KS",30,0
"1457",2020-02-22,"KS",0,0
"1458",2020-02-23,"KS",12,0
"1459",2020-02-24,"KS",0,0
"1460",2020-02-25,"KS",28,0
"1461",2020-02-26,"KS",9,0
"1462",2020-02-27,"KS",0,0
"1463",2020-02-28,"KS",20,0
"1464",2020-02-29,"KS",25,0
"1465",2020-03-01,"KS",0,0
"1466",2020-03-02,"KS",19,0
"1467",2020-03-03,"KS",0,0
"1468",2020-03-04,"KS",0,0
"1469",2020-03-05,"KS",0,0
"1470",2020-03-06,"KS",31,0
"1471",2020-03-07,"KS",0,0
"1472",2020-03-08,"KS",12,0
"1473",2020-03-09,"KS",10,0
"1474",2020-03-10,"KS",10,0
"1475",2020-03-11,"KS",10,0
"1476",2020-03-12,"KS",29,0
"1477",2020-03-13,"KS",31,0
"1478",2020-03-14,"KS",12,0
"1479",2020-03-15,"KS",24,0
"1480",2020-03-16,"KS",30,0
"1481",2020-03-17,"KS",41,0
"1482",2020-03-18,"KS",52,10
"1483",2020-03-19,"KS",63,10
"1484",2020-03-20,"KS",29,0
"1485",2020-03-21,"KS",34,11
"1486",2020-03-22,"KS",0,0
"1487",2020-03-23,"KS",9,0
"1488",2020-03-24,"KS",29,0
"1489",2020-03-25,"KS",30,0
"1490",2020-03-26,"KS",20,10
"1491",2020-03-27,"KS",9,0
"1492",2020-03-28,"KS",11,0
"1493",2020-03-29,"KS",0,0
"1494",2020-03-30,"KS",0,0
"1495",2020-03-31,"KS",28,0
"1496",2020-04-01,"KS",0,0
"1497",2020-04-02,"KS",27,0
"1498",2020-04-03,"KS",9,0
"1499",2020-04-04,"KS",0,0
"1500",2020-04-05,"KS",0,0
"1501",2020-04-06,"KS",9,0
"1502",2020-04-07,"KS",9,0
"1503",2020-04-08,"KS",19,0
"1504",2020-04-09,"KS",0,0
"1505",2020-04-10,"KS",10,0
"1506",2020-04-11,"KS",0,0
"1507",2020-04-12,"KS",10,0
"1508",2020-04-13,"KS",18,0
"1509",2020-04-14,"KS",9,0
"1510",2020-04-15,"KS",0,0
