"","Day","State","ChinaVirusInterest","KungFluInterest"
"2246",2020-02-10,"MS",13,0
"2247",2020-02-11,"MS",10,0
"2248",2020-02-12,"MS",16,0
"2249",2020-02-13,"MS",27,0
"2250",2020-02-14,"MS",14,0
"2251",2020-02-15,"MS",12,0
"2252",2020-02-16,"MS",8,0
"2253",2020-02-17,"MS",28,0
"2254",2020-02-18,"MS",25,0
"2255",2020-02-19,"MS",20,0
"2256",2020-02-20,"MS",16,0
"2257",2020-02-21,"MS",7,0
"2258",2020-02-22,"MS",16,0
"2259",2020-02-23,"MS",15,0
"2260",2020-02-24,"MS",6,0
"2261",2020-02-25,"MS",13,0
"2262",2020-02-26,"MS",16,0
"2263",2020-02-27,"MS",19,0
"2264",2020-02-28,"MS",20,0
"2265",2020-02-29,"MS",20,0
"2266",2020-03-01,"MS",20,0
"2267",2020-03-02,"MS",23,0
"2268",2020-03-03,"MS",6,0
"2269",2020-03-04,"MS",13,0
"2270",2020-03-05,"MS",7,0
"2271",2020-03-06,"MS",7,0
"2272",2020-03-07,"MS",8,0
"2273",2020-03-08,"MS",16,0
"2274",2020-03-09,"MS",16,0
"2275",2020-03-10,"MS",19,0
"2276",2020-03-11,"MS",29,7
"2277",2020-03-12,"MS",50,0
"2278",2020-03-13,"MS",54,0
"2279",2020-03-14,"MS",27,0
"2280",2020-03-15,"MS",30,0
"2281",2020-03-16,"MS",23,0
"2282",2020-03-17,"MS",20,0
"2283",2020-03-18,"MS",33,7
"2284",2020-03-19,"MS",59,20
"2285",2020-03-20,"MS",35,6
"2286",2020-03-21,"MS",50,7
"2287",2020-03-22,"MS",46,7
"2288",2020-03-23,"MS",18,0
"2289",2020-03-24,"MS",56,0
"2290",2020-03-25,"MS",38,0
"2291",2020-03-26,"MS",19,0
"2292",2020-03-27,"MS",18,6
"2293",2020-03-28,"MS",24,0
"2294",2020-03-29,"MS",35,0
"2295",2020-03-30,"MS",15,0
"2296",2020-03-31,"MS",28,0
"2297",2020-04-01,"MS",40,0
"2298",2020-04-02,"MS",15,0
"2299",2020-04-03,"MS",18,6
"2300",2020-04-04,"MS",30,7
"2301",2020-04-05,"MS",18,0
"2302",2020-04-06,"MS",21,0
"2303",2020-04-07,"MS",12,6
"2304",2020-04-08,"MS",16,0
"2305",2020-04-09,"MS",12,0
"2306",2020-04-10,"MS",13,0
"2307",2020-04-11,"MS",14,0
"2308",2020-04-12,"MS",7,0
"2309",2020-04-13,"MS",9,6
"2310",2020-04-14,"MS",12,0
"2311",2020-04-15,"MS",9,0
"2312",2020-04-16,"MS",18,0
"2313",2020-04-17,"MS",12,0
"2314",2020-04-18,"MS",7,0
"2315",2020-01-21,"MT",47,0
"2316",2020-01-22,"MT",47,0
"2317",2020-01-23,"MT",78,0
"2318",2020-01-24,"MT",48,32
"2319",2020-01-25,"MT",75,0
"2320",2020-01-26,"MT",100,0
"2321",2020-01-27,"MT",30,0
"2322",2020-01-28,"MT",31,0
"2323",2020-01-29,"MT",62,0
"2324",2020-01-30,"MT",33,0
"2325",2020-01-31,"MT",32,0
"2326",2020-02-01,"MT",37,0
"2327",2020-02-02,"MT",35,0
"2328",2020-02-03,"MT",0,0
"2329",2020-02-04,"MT",31,0
"2330",2020-02-05,"MT",31,0
"2331",2020-02-06,"MT",63,0
"2332",2020-02-07,"MT",0,0
"2333",2020-02-08,"MT",36,0
"2334",2020-02-09,"MT",0,0
"2335",2020-02-10,"MT",30,0
"2336",2020-02-11,"MT",58,0
"2337",2020-02-12,"MT",30,0
"2338",2020-02-13,"MT",32,0
"2339",2020-02-14,"MT",32,0
"2340",2020-02-15,"MT",0,0
"2341",2020-02-16,"MT",0,0
"2342",2020-02-17,"MT",0,0
"2343",2020-02-18,"MT",30,0
"2344",2020-02-19,"MT",0,0
"2345",2020-02-20,"MT",0,0
"2346",2020-02-21,"MT",62,0
"2347",2020-02-22,"MT",0,0
"2348",2020-02-23,"MT",0,0
"2349",2020-02-24,"MT",0,0
"2350",2020-02-25,"MT",0,0
"2351",2020-02-26,"MT",29,0
"2352",2020-02-27,"MT",29,0
"2353",2020-02-28,"MT",31,0
"2354",2020-02-29,"MT",0,0
"2355",2020-03-01,"MT",33,0
"2356",2020-03-02,"MT",29,0
"2357",2020-03-03,"MT",56,0
"2358",2020-03-04,"MT",0,0
"2359",2020-03-05,"MT",30,0
"2360",2020-03-06,"MT",0,0
"2361",2020-03-07,"MT",35,0
"2362",2020-03-08,"MT",0,0
"2363",2020-03-09,"MT",28,0
"2364",2020-03-10,"MT",29,0
"2365",2020-03-11,"MT",28,0
"2366",2020-03-12,"MT",42,0
"2367",2020-03-13,"MT",28,0
"2368",2020-03-14,"MT",0,0
"2369",2020-03-15,"MT",31,0
"2370",2020-03-16,"MT",43,0
"2371",2020-03-17,"MT",44,0
"2372",2020-03-18,"MT",0,0
"2373",2020-03-19,"MT",42,28
"2374",2020-03-20,"MT",42,0
"2375",2020-03-21,"MT",33,0
"2376",2020-03-22,"MT",48,0
"2377",2020-03-23,"MT",53,0
"2378",2020-03-24,"MT",0,0
"2379",2020-03-25,"MT",26,0
"2380",2020-03-26,"MT",26,0
"2381",2020-03-27,"MT",49,0
"2382",2020-03-28,"MT",0,0
"2383",2020-03-29,"MT",31,0
"2384",2020-03-30,"MT",25,0
"2385",2020-03-31,"MT",50,0
"2386",2020-04-01,"MT",23,0
"2387",2020-04-02,"MT",24,0
"2388",2020-04-03,"MT",0,0
"2389",2020-04-04,"MT",0,30
"2390",2020-04-05,"MT",30,0
"2391",2020-04-06,"MT",25,0
"2392",2020-04-07,"MT",0,0
"2393",2020-04-08,"MT",26,0
"2394",2020-04-09,"MT",0,0
"2395",2020-04-10,"MT",58,0
"2396",2020-04-11,"MT",28,0
"2397",2020-04-12,"MT",0,0
"2398",2020-04-13,"MT",26,0
"2399",2020-04-14,"MT",0,0
"2400",2020-04-15,"MT",0,0
"2401",2020-04-16,"MT",24,0
"2402",2020-04-17,"MT",26,0
"2403",2020-04-18,"MT",0,0
"2404",2020-01-21,"NC",43,0
"2405",2020-01-22,"NC",74,0
"2406",2020-01-23,"NC",66,0
"2407",2020-01-24,"NC",100,0
"2408",2020-01-25,"NC",74,0
"2409",2020-01-26,"NC",70,0
"2410",2020-01-27,"NC",62,3
"2411",2020-01-28,"NC",47,4
"2412",2020-01-29,"NC",37,0
"2413",2020-01-30,"NC",28,4
"2414",2020-01-31,"NC",17,0
"2415",2020-02-01,"NC",22,0
"2416",2020-02-02,"NC",35,9
"2417",2020-02-03,"NC",22,0
"2418",2020-02-04,"NC",16,0
"2419",2020-02-05,"NC",9,0
"2420",2020-02-06,"NC",19,0
"2421",2020-02-07,"NC",24,0
"2422",2020-02-08,"NC",15,0
"2423",2020-02-09,"NC",26,0
"2424",2020-02-10,"NC",5,0
"2425",2020-02-11,"NC",23,3
"2426",2020-02-12,"NC",16,0
"2427",2020-02-13,"NC",23,0
"2428",2020-02-14,"NC",19,0
"2429",2020-02-15,"NC",11,0
"2430",2020-02-16,"NC",11,0
"2431",2020-02-17,"NC",28,0
"2432",2020-02-18,"NC",13,0
"2433",2020-02-19,"NC",6,6
"2434",2020-02-20,"NC",6,0
"2435",2020-02-21,"NC",7,0
"2436",2020-02-22,"NC",9,0
"2437",2020-02-23,"NC",9,0
"2438",2020-02-24,"NC",14,0
"2439",2020-02-25,"NC",12,0
"2440",2020-02-26,"NC",20,0
"2441",2020-02-27,"NC",15,0
"2442",2020-02-28,"NC",19,0
"2443",2020-02-29,"NC",14,0
"2444",2020-03-01,"NC",19,0
"2445",2020-03-02,"NC",19,0
"2446",2020-03-03,"NC",8,0
"2447",2020-03-04,"NC",26,0
"2448",2020-03-05,"NC",17,0
"2449",2020-03-06,"NC",12,0
"2450",2020-03-07,"NC",23,0
"2451",2020-03-08,"NC",17,0
"2452",2020-03-09,"NC",16,0
"2453",2020-03-10,"NC",24,0
"2454",2020-03-11,"NC",16,0
"2455",2020-03-12,"NC",28,3
"2456",2020-03-13,"NC",38,0
"2457",2020-03-14,"NC",32,0
"2458",2020-03-15,"NC",35,0
"2459",2020-03-16,"NC",33,0
"2460",2020-03-17,"NC",40,0
"2461",2020-03-18,"NC",65,11
"2462",2020-03-19,"NC",52,13
"2463",2020-03-20,"NC",44,5
"2464",2020-03-21,"NC",40,0
"2465",2020-03-22,"NC",32,4
"2466",2020-03-23,"NC",35,3
"2467",2020-03-24,"NC",41,3
"2468",2020-03-25,"NC",36,3
"2469",2020-03-26,"NC",55,3
"2470",2020-03-27,"NC",36,3
"2471",2020-03-28,"NC",24,4
"2472",2020-03-29,"NC",28,4
"2473",2020-03-30,"NC",25,0
"2474",2020-03-31,"NC",24,0
"2475",2020-04-01,"NC",21,0
"2476",2020-04-02,"NC",15,3
"2477",2020-04-03,"NC",17,3
"2478",2020-04-04,"NC",24,0
"2479",2020-04-05,"NC",27,0
"2480",2020-04-06,"NC",21,0
"2481",2020-04-07,"NC",15,0
"2482",2020-04-08,"NC",18,0
"2483",2020-04-09,"NC",14,3
"2484",2020-04-10,"NC",9,0
"2485",2020-04-11,"NC",8,0
"2486",2020-04-12,"NC",6,0
"2487",2020-04-13,"NC",13,0
"2488",2020-04-14,"NC",13,0
"2489",2020-04-15,"NC",9,0
"2490",2020-04-16,"NC",21,0
"2491",2020-04-17,"NC",20,3
"2492",2020-04-18,"NC",7,0
"2493",2020-01-21,"ND",56,0
"2494",2020-01-22,"ND",0,0
"2495",2020-01-23,"ND",0,0
"2496",2020-01-24,"ND",0,0
"2497",2020-01-25,"ND",100,0
"2498",2020-01-26,"ND",31,0
"2499",2020-01-27,"ND",53,0
"2500",2020-01-28,"ND",27,0
"2501",2020-01-29,"ND",0,0
"2502",2020-01-30,"ND",28,0
"2503",2020-01-31,"ND",0,0
"2504",2020-02-01,"ND",34,0
"2505",2020-02-02,"ND",0,0
"2506",2020-02-03,"ND",0,0
"2507",2020-02-04,"ND",28,0
"2508",2020-02-05,"ND",0,0
"2509",2020-02-06,"ND",55,0
"2510",2020-02-07,"ND",0,0
"2511",2020-02-08,"ND",34,0
"2512",2020-02-09,"ND",0,0
"2513",2020-02-10,"ND",0,0
"2514",2020-02-11,"ND",54,0
"2515",2020-02-12,"ND",0,0
"2516",2020-02-13,"ND",0,0
"2517",2020-02-14,"ND",28,0
"2518",2020-02-15,"ND",0,0
"2519",2020-02-16,"ND",0,0
"2520",2020-02-17,"ND",29,0
"2521",2020-02-18,"ND",0,0
"2522",2020-02-19,"ND",0,0
"2523",2020-02-20,"ND",0,0
"2524",2020-02-21,"ND",0,0
"2525",2020-02-22,"ND",0,0
"2526",2020-02-23,"ND",0,0
"2527",2020-02-24,"ND",0,0
"2528",2020-02-25,"ND",26,0
"2529",2020-02-26,"ND",26,0
"2530",2020-02-27,"ND",0,0
"2531",2020-02-28,"ND",27,0
"2532",2020-02-29,"ND",33,0
"2533",2020-03-01,"ND",0,0
"2534",2020-03-02,"ND",51,0
"2535",2020-03-03,"ND",0,0
"2536",2020-03-04,"ND",0,0
"2537",2020-03-05,"ND",0,0
"2538",2020-03-06,"ND",0,0
"2539",2020-03-07,"ND",0,0
"2540",2020-03-08,"ND",0,0
"2541",2020-03-09,"ND",0,0
"2542",2020-03-10,"ND",0,0
"2543",2020-03-11,"ND",0,0
"2544",2020-03-12,"ND",0,0
"2545",2020-03-13,"ND",28,0
"2546",2020-03-14,"ND",33,0
"2547",2020-03-15,"ND",63,0
"2548",2020-03-16,"ND",53,0
"2549",2020-03-17,"ND",0,0
"2550",2020-03-18,"ND",53,0
"2551",2020-03-19,"ND",0,0
"2552",2020-03-20,"ND",26,26
"2553",2020-03-21,"ND",0,0
"2554",2020-03-22,"ND",0,0
"2555",2020-03-23,"ND",0,0
"2556",2020-03-24,"ND",25,0
"2557",2020-03-25,"ND",49,0
"2558",2020-03-26,"ND",0,0
"2559",2020-03-27,"ND",25,0
"2560",2020-03-28,"ND",29,0
"2561",2020-03-29,"ND",28,0
"2562",2020-03-30,"ND",0,0
"2563",2020-03-31,"ND",0,0
"2564",2020-04-01,"ND",0,0
"2565",2020-04-02,"ND",0,0
"2566",2020-04-03,"ND",0,0
"2567",2020-04-04,"ND",0,0
"2568",2020-04-05,"ND",55,0
"2569",2020-04-06,"ND",0,0
"2570",2020-04-07,"ND",0,0
"2571",2020-04-08,"ND",0,0
"2572",2020-04-09,"ND",24,0
"2573",2020-04-10,"ND",26,0
"2574",2020-04-11,"ND",0,0
"2575",2020-04-12,"ND",27,0
"2576",2020-04-13,"ND",0,0
"2577",2020-04-14,"ND",0,0
"2578",2020-04-15,"ND",0,0
"2579",2020-04-16,"ND",0,0
"2580",2020-04-17,"ND",24,0
"2581",2020-04-18,"ND",0,0
"2582",2020-01-21,"NE",54,0
"2583",2020-01-22,"NE",27,0
"2584",2020-01-23,"NE",35,0
"2585",2020-01-24,"NE",100,0
"2586",2020-01-25,"NE",98,0
"2587",2020-01-26,"NE",20,0
"2588",2020-01-27,"NE",70,0
"2589",2020-01-28,"NE",71,0
"2590",2020-01-29,"NE",0,0
"2591",2020-01-30,"NE",36,0
"2592",2020-01-31,"NE",36,0
"2593",2020-02-01,"NE",43,0
"2594",2020-02-02,"NE",22,0
"2595",2020-02-03,"NE",0,0
"2596",2020-02-04,"NE",17,0
"2597",2020-02-05,"NE",53,0
"2598",2020-02-06,"NE",45,0
"2599",2020-02-07,"NE",36,0
"2600",2020-02-08,"NE",43,0
"2601",2020-02-09,"NE",0,0
"2602",2020-02-10,"NE",17,0
"2603",2020-02-11,"NE",34,0
"2604",2020-02-12,"NE",0,0
"2605",2020-02-13,"NE",0,0
"2606",2020-02-14,"NE",0,0
"2607",2020-02-15,"NE",0,0
"2608",2020-02-16,"NE",21,0
"2609",2020-02-17,"NE",0,0
"2610",2020-02-18,"NE",34,0
"2611",2020-02-19,"NE",17,0
"2612",2020-02-20,"NE",0,0
"2613",2020-02-21,"NE",36,0
"2614",2020-02-22,"NE",21,0
"2615",2020-02-23,"NE",0,0
"2616",2020-02-24,"NE",17,0
"2617",2020-02-25,"NE",51,0
"2618",2020-02-26,"NE",17,0
"2619",2020-02-27,"NE",34,0
"2620",2020-02-28,"NE",18,0
"2621",2020-02-29,"NE",21,0
"2622",2020-03-01,"NE",41,0
"2623",2020-03-02,"NE",34,0
"2624",2020-03-03,"NE",0,0
"2625",2020-03-04,"NE",25,0
"2626",2020-03-05,"NE",43,0
"2627",2020-03-06,"NE",18,0
"2628",2020-03-07,"NE",21,0
"2629",2020-03-08,"NE",21,0
"2630",2020-03-09,"NE",26,0
"2631",2020-03-10,"NE",0,0
"2632",2020-03-11,"NE",35,0
"2633",2020-03-12,"NE",42,0
"2634",2020-03-13,"NE",37,18
"2635",2020-03-14,"NE",41,0
"2636",2020-03-15,"NE",51,0
"2637",2020-03-16,"NE",18,0
"2638",2020-03-17,"NE",0,0
"2639",2020-03-18,"NE",36,18
"2640",2020-03-19,"NE",61,17
"2641",2020-03-20,"NE",35,26
"2642",2020-03-21,"NE",69,58
"2643",2020-03-22,"NE",49,0
"2644",2020-03-23,"NE",32,0
"2645",2020-03-24,"NE",43,0
"2646",2020-03-25,"NE",35,0
"2647",2020-03-26,"NE",88,0
"2648",2020-03-27,"NE",25,0
"2649",2020-03-28,"NE",19,0
"2650",2020-03-29,"NE",59,0
"2651",2020-03-30,"NE",34,0
"2652",2020-03-31,"NE",33,0
"2653",2020-04-01,"NE",0,0
"2654",2020-04-02,"NE",0,16
"2655",2020-04-03,"NE",0,0
"2656",2020-04-04,"NE",0,0
"2657",2020-04-05,"NE",19,0
"2658",2020-04-06,"NE",16,0
"2659",2020-04-07,"NE",0,0
"2660",2020-04-08,"NE",0,17
"2661",2020-04-09,"NE",33,0
"2662",2020-04-10,"NE",0,0
"2663",2020-04-11,"NE",0,0
"2664",2020-04-12,"NE",19,0
"2665",2020-04-13,"NE",16,0
"2666",2020-04-14,"NE",16,0
"2667",2020-04-15,"NE",31,0
"2668",2020-04-16,"NE",31,0
"2669",2020-04-17,"NE",16,0
"2670",2020-04-18,"NE",0,0
"2671",2020-01-21,"NH",45,0
"2672",2020-01-22,"NH",71,0
"2673",2020-01-23,"NH",80,0
"2674",2020-01-24,"NH",72,0
"2675",2020-01-25,"NH",60,0
"2676",2020-01-26,"NH",100,0
"2677",2020-01-27,"NH",50,8
"2678",2020-01-28,"NH",53,0
"2679",2020-01-29,"NH",72,0
"2680",2020-01-30,"NH",55,0
"2681",2020-01-31,"NH",28,0
"2682",2020-02-01,"NH",21,0
"2683",2020-02-02,"NH",30,0
"2684",2020-02-03,"NH",16,0
"2685",2020-02-04,"NH",18,0
"2686",2020-02-05,"NH",45,0
"2687",2020-02-06,"NH",18,0
"2688",2020-02-07,"NH",18,0
"2689",2020-02-08,"NH",10,0
"2690",2020-02-09,"NH",0,0
"2691",2020-02-10,"NH",0,0
"2692",2020-02-11,"NH",9,0
"2693",2020-02-12,"NH",9,0
"2694",2020-02-13,"NH",18,0
"2695",2020-02-14,"NH",18,0
"2696",2020-02-15,"NH",20,0
"2697",2020-02-16,"NH",39,0
"2698",2020-02-17,"NH",19,0
"2699",2020-02-18,"NH",17,0
"2700",2020-02-19,"NH",8,0
"2701",2020-02-20,"NH",17,0
"2702",2020-02-21,"NH",0,0
"2703",2020-02-22,"NH",18,0
"2704",2020-02-23,"NH",9,0
"2705",2020-02-24,"NH",0,0
"2706",2020-02-25,"NH",0,0
"2707",2020-02-26,"NH",16,0
"2708",2020-02-27,"NH",33,0
"2709",2020-02-28,"NH",43,0
"2710",2020-02-29,"NH",9,0
"2711",2020-03-01,"NH",9,0
"2712",2020-03-02,"NH",8,0
"2713",2020-03-03,"NH",17,0
"2714",2020-03-04,"NH",17,0
"2715",2020-03-05,"NH",8,0
"2716",2020-03-06,"NH",0,0
"2717",2020-03-07,"NH",18,0
"2718",2020-03-08,"NH",0,0
"2719",2020-03-09,"NH",9,0
"2720",2020-03-10,"NH",16,0
"2721",2020-03-11,"NH",0,0
"2722",2020-03-12,"NH",16,0
"2723",2020-03-13,"NH",16,0
"2724",2020-03-14,"NH",19,0
"2725",2020-03-15,"NH",44,0
"2726",2020-03-16,"NH",41,0
"2727",2020-03-17,"NH",33,0
"2728",2020-03-18,"NH",24,8
"2729",2020-03-19,"NH",52,43
"2730",2020-03-20,"NH",25,25
"2731",2020-03-21,"NH",37,0
"2732",2020-03-22,"NH",48,0
"2733",2020-03-23,"NH",8,8
"2734",2020-03-24,"NH",8,0
"2735",2020-03-25,"NH",8,0
"2736",2020-03-26,"NH",41,0
"2737",2020-03-27,"NH",24,0
"2738",2020-03-28,"NH",27,0
"2739",2020-03-29,"NH",18,0
"2740",2020-03-30,"NH",16,8
"2741",2020-03-31,"NH",16,0
"2742",2020-04-01,"NH",24,0
"2743",2020-04-02,"NH",8,0
"2744",2020-04-03,"NH",8,0
"2745",2020-04-04,"NH",26,0
"2746",2020-04-05,"NH",9,0
"2747",2020-04-06,"NH",8,0
"2748",2020-04-07,"NH",0,0
"2749",2020-04-08,"NH",0,0
"2750",2020-04-09,"NH",17,0
"2751",2020-04-10,"NH",17,0
"2752",2020-04-11,"NH",9,0
"2753",2020-04-12,"NH",9,0
"2754",2020-04-13,"NH",8,0
"2755",2020-04-14,"NH",8,0
"2756",2020-04-15,"NH",8,0
"2757",2020-04-16,"NH",0,0
"2758",2020-04-17,"NH",8,0
"2759",2020-04-18,"NH",0,0
"2760",2020-01-21,"NJ",50,0
"2761",2020-01-22,"NJ",50,0
"2762",2020-01-23,"NJ",100,0
"2763",2020-01-24,"NJ",91,0
"2764",2020-01-25,"NJ",83,0
"2765",2020-01-26,"NJ",50,0
"2766",2020-01-27,"NJ",46,0
"2767",2020-01-28,"NJ",37,25
"2768",2020-01-29,"NJ",73,0
"2769",2020-01-30,"NJ",0,0
"2770",2020-01-31,"NJ",0,0
"2771",2020-02-01,"NJ",0,0
"2772",2020-02-02,"NJ",26,0
"2773",2020-02-03,"NJ",21,0
"2774",2020-02-04,"NJ",24,0
"2775",2020-02-05,"NJ",0,0
"2776",2020-02-06,"NJ",0,0
"2777",2020-02-07,"NJ",24,0
"2778",2020-02-08,"NJ",27,0
"2779",2020-02-09,"NJ",0,0
"2780",2020-02-10,"NJ",46,0
"2781",2020-02-11,"NJ",35,0
"2782",2020-02-12,"NJ",0,0
"2783",2020-02-13,"NJ",24,0
"2784",2020-02-14,"NJ",0,0
"2785",2020-02-15,"NJ",0,0
"2786",2020-02-16,"NJ",25,0
"2787",2020-02-17,"NJ",0,0
"2788",2020-02-18,"NJ",22,0
"2789",2020-02-19,"NJ",0,0
"2790",2020-02-20,"NJ",35,0
"2791",2020-02-21,"NJ",24,0
"2792",2020-02-22,"NJ",0,0
"2793",2020-02-23,"NJ",0,0
"2794",2020-02-24,"NJ",0,0
"2795",2020-02-25,"NJ",51,0
"2796",2020-02-26,"NJ",24,0
"2797",2020-02-27,"NJ",0,0
"2798",2020-02-28,"NJ",0,0
"2799",2020-02-29,"NJ",26,0
"2800",2020-03-01,"NJ",26,0
"2801",2020-03-02,"NJ",34,0
"2802",2020-03-03,"NJ",35,0
"2803",2020-03-04,"NJ",0,0
"2804",2020-03-05,"NJ",24,0
"2805",2020-03-06,"NJ",24,0
"2806",2020-03-07,"NJ",26,0
"2807",2020-03-08,"NJ",0,0
"2808",2020-03-09,"NJ",47,0
"2809",2020-03-10,"NJ",0,0
"2810",2020-03-11,"NJ",56,0
"2811",2020-03-12,"NJ",44,0
"2812",2020-03-13,"NJ",23,0
"2813",2020-03-14,"NJ",0,0
"2814",2020-03-15,"NJ",73,0
"2815",2020-03-16,"NJ",44,0
"2816",2020-03-17,"NJ",63,0
"2817",2020-03-18,"NJ",65,22
"2818",2020-03-19,"NJ",73,0
"2819",2020-03-20,"NJ",42,21
"2820",2020-03-21,"NJ",48,0
"2821",2020-03-22,"NJ",35,0
"2822",2020-03-23,"NJ",18,0
"2823",2020-03-24,"NJ",40,0
"2824",2020-03-25,"NJ",0,0
"2825",2020-03-26,"NJ",40,0
"2826",2020-03-27,"NJ",59,0
"2827",2020-03-28,"NJ",46,0
"2828",2020-03-29,"NJ",21,0
"2829",2020-03-30,"NJ",28,0
"2830",2020-03-31,"NJ",39,0
"2831",2020-04-01,"NJ",0,0
"2832",2020-04-02,"NJ",19,19
"2833",2020-04-03,"NJ",38,0
"2834",2020-04-04,"NJ",23,0
"2835",2020-04-05,"NJ",0,23
"2836",2020-04-06,"NJ",0,0
"2837",2020-04-07,"NJ",30,0
"2838",2020-04-08,"NJ",19,0
"2839",2020-04-09,"NJ",0,0
"2840",2020-04-10,"NJ",19,0
"2841",2020-04-11,"NJ",23,0
"2842",2020-04-12,"NJ",23,0
"2843",2020-04-13,"NJ",0,0
"2844",2020-04-14,"NJ",19,19
"2845",2020-04-15,"NJ",38,0
"2846",2020-04-16,"NJ",46,0
"2847",2020-04-17,"NJ",19,0
"2848",2020-04-18,"NJ",21,0
"2849",2020-01-21,"NM",51,0
"2850",2020-01-22,"NM",46,0
"2851",2020-01-23,"NM",49,0
"2852",2020-01-24,"NM",100,0
"2853",2020-01-25,"NM",84,0
"2854",2020-01-26,"NM",73,0
"2855",2020-01-27,"NM",73,3
"2856",2020-01-28,"NM",65,0
"2857",2020-01-29,"NM",58,0
"2858",2020-01-30,"NM",52,0
"2859",2020-01-31,"NM",41,4
"2860",2020-02-01,"NM",25,0
"2861",2020-02-02,"NM",35,0
"2862",2020-02-03,"NM",33,0
"2863",2020-02-04,"NM",20,0
"2864",2020-02-05,"NM",23,0
"2865",2020-02-06,"NM",16,0
"2866",2020-02-07,"NM",25,0
"2867",2020-02-08,"NM",15,0
"2868",2020-02-09,"NM",15,0
"2869",2020-02-10,"NM",22,0
"2870",2020-02-11,"NM",19,0
"2871",2020-02-12,"NM",16,0
"2872",2020-02-13,"NM",25,0
"2873",2020-02-14,"NM",19,0
"2874",2020-02-15,"NM",19,0
"2875",2020-02-16,"NM",23,0
"2876",2020-02-17,"NM",17,4
"2877",2020-02-18,"NM",16,0
"2878",2020-02-19,"NM",12,0
"2879",2020-02-20,"NM",5,0
"2880",2020-02-21,"NM",11,4
"2881",2020-02-22,"NM",6,0
"2882",2020-02-23,"NM",4,0
"2883",2020-02-24,"NM",12,0
"2884",2020-02-25,"NM",17,0
"2885",2020-02-26,"NM",10,0
"2886",2020-02-27,"NM",21,0
"2887",2020-02-28,"NM",34,0
"2888",2020-02-29,"NM",33,0
"2889",2020-03-01,"NM",8,0
"2890",2020-03-02,"NM",17,0
"2891",2020-03-03,"NM",24,3
"2892",2020-03-04,"NM",17,0
"2893",2020-03-05,"NM",26,0
"2894",2020-03-06,"NM",17,0
"2895",2020-03-07,"NM",22,0
"2896",2020-03-08,"NM",24,0
"2897",2020-03-09,"NM",22,0
"2898",2020-03-10,"NM",32,0
"2899",2020-03-11,"NM",37,0
"2900",2020-03-12,"NM",66,0
"2901",2020-03-13,"NM",60,0
"2902",2020-03-14,"NM",59,4
"2903",2020-03-15,"NM",44,0
"2904",2020-03-16,"NM",57,0
"2905",2020-03-17,"NM",43,3
"2906",2020-03-18,"NM",59,11
"2907",2020-03-19,"NM",58,14
"2908",2020-03-20,"NM",50,8
"2909",2020-03-21,"NM",52,0
"2910",2020-03-22,"NM",43,7
"2911",2020-03-23,"NM",28,0
"2912",2020-03-24,"NM",76,3
"2913",2020-03-25,"NM",71,3
"2914",2020-03-26,"NM",69,3
"2915",2020-03-27,"NM",48,0
"2916",2020-03-28,"NM",40,3
"2917",2020-03-29,"NM",31,3
"2918",2020-03-30,"NM",22,0
"2919",2020-03-31,"NM",29,3
"2920",2020-04-01,"NM",31,0
"2921",2020-04-02,"NM",28,9
"2922",2020-04-03,"NM",15,0
"2923",2020-04-04,"NM",23,0
"2924",2020-04-05,"NM",28,0
"2925",2020-04-06,"NM",12,0
"2926",2020-04-07,"NM",14,3
"2927",2020-04-08,"NM",11,0
"2928",2020-04-09,"NM",12,0
"2929",2020-04-10,"NM",8,0
"2930",2020-04-11,"NM",11,0
"2931",2020-04-12,"NM",13,0
"2932",2020-04-13,"NM",12,0
"2933",2020-04-14,"NM",9,0
"2934",2020-04-15,"NM",7,0
"2935",2020-04-16,"NM",12,0
"2936",2020-04-17,"NM",21,0
"2937",2020-04-18,"NM",8,0
"2938",2020-01-21,"NV",43,0
"2939",2020-01-22,"NV",15,0
"2940",2020-01-23,"NV",89,0
"2941",2020-01-24,"NV",37,0
"2942",2020-01-25,"NV",100,0
"2943",2020-01-26,"NV",39,16
"2944",2020-01-27,"NV",49,0
"2945",2020-01-28,"NV",36,0
"2946",2020-01-29,"NV",38,0
"2947",2020-01-30,"NV",60,0
"2948",2020-01-31,"NV",45,0
"2949",2020-02-01,"NV",34,0
"2950",2020-02-02,"NV",51,0
"2951",2020-02-03,"NV",20,0
"2952",2020-02-04,"NV",42,0
"2953",2020-02-05,"NV",36,0
"2954",2020-02-06,"NV",14,0
"2955",2020-02-07,"NV",23,0
"2956",2020-02-08,"NV",34,0
"2957",2020-02-09,"NV",25,0
"2958",2020-02-10,"NV",14,0
"2959",2020-02-11,"NV",27,0
"2960",2020-02-12,"NV",14,0
"2961",2020-02-13,"NV",30,0
"2962",2020-02-14,"NV",15,0
"2963",2020-02-15,"NV",0,0
"2964",2020-02-16,"NV",17,0
"2965",2020-02-17,"NV",0,0
"2966",2020-02-18,"NV",28,0
"2967",2020-02-19,"NV",0,0
"2968",2020-02-20,"NV",0,0
"2969",2020-02-21,"NV",0,0
"2970",2020-02-22,"NV",0,0
"2971",2020-02-23,"NV",16,0
"2972",2020-02-24,"NV",14,0
"2973",2020-02-25,"NV",14,0
"2974",2020-02-26,"NV",28,0
"2975",2020-02-27,"NV",14,0
