,Day,State,ChinaVirusInterest,KungFluInterest,positive,negative,death,hospitalized,totalTestResults,FIPS,StayAtHome_date,Quarantine_Yes,polyname,StateColor,total_2016,dem_2016,gop_2016,oth_2016,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age,percent_democrat2016,percent_republican2016,percent_other2016,Winner,Region,lat,long
378,3/12/2020,MS,50,0,1,41,NA,NA,42,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
379,3/13/2020,MS,54,0,4,41,NA,NA,45,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
380,3/14/2020,MS,27,0,6,84,NA,NA,90,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
381,3/15/2020,MS,30,0,10,84,NA,NA,94,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
382,3/16/2020,MS,23,0,12,277,NA,NA,289,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
383,3/17/2020,MS,20,0,21,368,NA,NA,389,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
384,3/18/2020,MS,33,7,34,479,NA,NA,513,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
385,3/19/2020,MS,59,20,50,552,NA,NA,602,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
386,3/20/2020,MS,35,6,80,695,1,NA,775,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
387,3/21/2020,MS,50,7,140,695,1,NA,835,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
388,3/22/2020,MS,46,7,207,1114,1,33,1321,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
389,3/23/2020,MS,18,0,249,1143,1,33,1392,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
390,3/24/2020,MS,56,0,320,1552,1,86,1872,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
391,3/10/2020,MT,29,0,0,15,NA,NA,15,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
392,3/11/2020,MT,28,0,0,21,NA,NA,21,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
393,3/12/2020,MT,42,0,1,34,NA,NA,35,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
394,3/13/2020,MT,28,0,1,55,NA,NA,56,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
395,3/14/2020,MT,0,0,5,103,NA,NA,108,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
396,3/15/2020,MT,31,0,7,103,NA,NA,110,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
397,3/16/2020,MT,43,0,7,198,NA,NA,205,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
398,3/17/2020,MT,44,0,8,303,NA,NA,311,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
399,3/18/2020,MT,0,0,10,499,NA,NA,509,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
400,3/19/2020,MT,42,28,12,761,NA,NA,773,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
401,3/20/2020,MT,42,0,16,931,NA,NA,947,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
402,3/21/2020,MT,33,0,20,1146,NA,NA,1166,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
403,3/22/2020,MT,48,0,31,1146,NA,NA,1177,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
404,3/23/2020,MT,53,0,34,1146,NA,NA,1180,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
405,3/24/2020,MT,0,0,46,1643,NA,NA,1689,30,3/28/2020,1,montana,red,483574,174521,274120,34933,998554,0.87,0,0.01,0.03,25373,577,39.9,0.360898229,0.566862569,0.072239202,Republican,Mountain,46.879682,-110.362566
406,3/10/2020,NC,24,0,7,NA,NA,NA,7,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
407,3/11/2020,NC,16,0,7,NA,NA,NA,7,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
408,3/12/2020,NC,28,3,12,60,NA,NA,72,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
409,3/13/2020,NC,38,0,15,86,NA,NA,101,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
410,3/14/2020,NC,32,0,23,137,NA,NA,160,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
411,3/15/2020,NC,35,0,32,227,NA,NA,259,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
412,3/16/2020,NC,33,0,33,296,0,NA,329,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
413,3/17/2020,NC,40,0,40,474,0,NA,514,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
414,3/18/2020,NC,65,11,63,1787,0,NA,1850,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
415,3/19/2020,NC,52,13,97,2408,0,NA,2505,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
416,3/20/2020,NC,44,5,137,3096,0,NA,3233,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
417,3/21/2020,NC,40,0,184,5092,0,NA,5276,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
418,3/22/2020,NC,32,4,255,6183,0,NA,6438,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
419,3/23/2020,NC,35,3,297,8141,0,NA,8438,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
420,3/24/2020,NC,41,3,398,8141,0,NA,8539,37,3/30/2020,1,north carolina,purple,4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,Republican,South,35.759573,-79.0193
421,3/10/2020,ND,0,0,0,6,NA,NA,6,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
422,3/11/2020,ND,0,0,0,7,NA,NA,7,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
423,3/12/2020,ND,0,0,1,12,NA,NA,13,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
424,3/13/2020,ND,28,0,1,39,0,NA,40,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
425,3/14/2020,ND,33,0,1,54,0,NA,55,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
426,3/15/2020,ND,63,0,1,95,0,NA,96,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
427,3/16/2020,ND,53,0,1,123,0,NA,124,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
428,3/17/2020,ND,0,0,3,220,0,NA,223,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
429,3/18/2020,ND,53,0,6,268,0,NA,274,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
430,3/19/2020,ND,0,0,15,493,0,NA,508,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
431,3/20/2020,ND,26,26,20,800,0,NA,820,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
432,3/21/2020,ND,0,0,28,1141,0,3,1169,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
433,3/22/2020,ND,0,0,28,1260,0,3,1288,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
434,3/23/2020,ND,0,0,30,1353,0,4,1383,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
435,3/24/2020,ND,25,0,34,1454,0,5,1488,38,NA,0,north dakota,red,336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,Republican,Midwest,47.551493,-101.002012
436,3/10/2020,NE,0,0,3,47,NA,NA,50,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
437,3/11/2020,NE,35,0,5,47,NA,NA,52,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
438,3/12/2020,NE,42,0,10,80,NA,NA,90,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
439,3/13/2020,NE,37,18,13,80,NA,NA,93,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
440,3/14/2020,NE,41,0,14,80,NA,NA,94,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
441,3/15/2020,NE,51,0,17,80,NA,NA,97,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
442,3/16/2020,NE,18,0,18,170,NA,NA,188,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
443,3/17/2020,NE,0,0,21,206,NA,NA,227,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
444,3/18/2020,NE,36,18,24,206,NA,NA,230,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
445,3/19/2020,NE,61,17,27,240,0,NA,267,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
446,3/20/2020,NE,35,26,32,240,0,NA,272,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
447,3/21/2020,NE,69,58,38,356,0,NA,394,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
448,3/22/2020,NE,49,0,48,356,0,NA,404,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
449,3/23/2020,NE,32,0,50,356,0,NA,406,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
450,3/24/2020,NE,43,0,52,975,0,NA,1027,31,NA,0,nebraska,red,805638,273858,485819,45961,1841625,0.82,0.04,0.02,0.09,26899,563,36.3,0.339926865,0.603023939,0.057049196,Republican,Midwest,41.492537,-99.901813
451,3/10/2020,NH,16,0,4,38,NA,NA,42,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
452,3/11/2020,NH,0,0,4,38,NA,NA,42,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
453,3/12/2020,NH,16,0,6,94,NA,NA,100,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
454,3/13/2020,NH,16,0,6,94,NA,NA,100,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
455,3/14/2020,NH,19,0,7,212,NA,NA,219,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
456,3/15/2020,NH,44,0,13,271,NA,NA,284,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
457,3/16/2020,NH,41,0,13,271,NA,NA,284,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
458,3/17/2020,NH,33,0,17,355,NA,NA,372,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
459,3/18/2020,NH,24,8,26,513,NA,NA,539,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
460,3/19/2020,NH,52,43,39,621,NA,NA,660,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
461,3/20/2020,NH,25,25,44,745,NA,NA,789,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
462,3/21/2020,NH,37,0,55,973,NA,NA,1028,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
463,3/22/2020,NH,48,0,65,1188,NA,NA,1253,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
464,3/23/2020,NH,8,8,78,1374,NA,NA,1452,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
465,3/24/2020,NH,8,0,101,1447,1,11,1548,33,3/27/2020,1,new hampshire,purple,730628,348126,345598,36904,1319171,0.92,0.01,0.02,0.03,33134,878,41.5,0.476475032,0.473014995,0.050509972,Democrat,Northeast,43.193852,-71.572395
466,3/10/2020,NJ,0,0,15,44,NA,NA,59,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
467,3/11/2020,NJ,56,0,24,57,1,NA,81,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
468,3/12/2020,NJ,44,0,30,74,1,NA,104,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
469,3/13/2020,NJ,23,0,50,97,1,NA,147,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
470,3/14/2020,NJ,0,0,50,97,1,NA,147,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
471,3/15/2020,NJ,73,0,98,120,2,NA,218,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
472,3/16/2020,NJ,44,0,178,120,2,NA,298,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
473,3/17/2020,NJ,63,0,267,163,3,NA,430,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
474,3/18/2020,NJ,65,22,427,190,5,NA,617,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
475,3/19/2020,NJ,73,0,742,210,9,NA,952,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
476,3/20/2020,NJ,42,21,890,264,11,NA,1154,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
477,3/21/2020,NJ,48,0,1327,294,16,NA,1621,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
478,3/22/2020,NJ,35,0,1914,327,20,NA,2241,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
479,3/23/2020,NJ,18,0,2844,359,27,NA,3203,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
480,3/24/2020,NJ,40,0,3675,8325,44,NA,12000,34,3/21/2020,1,new jersey,blue,3674893,2021756,1535513,117624,8832406,0.59,0.13,0.09,0.18,36027,1024,39.1,0.550153705,0.417838832,0.032007463,Democrat,Northeast,40.058324,-74.405661
481,3/10/2020,NM,32,0,0,69,NA,NA,69,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
482,3/11/2020,NM,37,0,3,87,NA,NA,90,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
483,3/12/2020,NM,66,0,5,155,NA,NA,160,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
484,3/13/2020,NM,60,0,10,190,NA,NA,200,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
485,3/14/2020,NM,59,4,10,237,NA,NA,247,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
486,3/15/2020,NM,44,0,13,482,NA,NA,495,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
487,3/16/2020,NM,57,0,17,566,NA,NA,583,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
