,Day,State,ChinaVirusInterest,KungFluInterest,positive,negative,death,hospitalized,totalTestResults,FIPS,StayAtHome_date,Quarantine_Yes,polyname,StateColor,total_2016,dem_2016,gop_2016,oth_2016,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age,percent_democrat2016,percent_republican2016,percent_other2016,Winner,Region,lat,long
160,3/19/2020,GA,28,12,287,1544,10,NA,1831,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
161,3/20/2020,GA,36,10,420,1966,13,NA,2386,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
162,3/21/2020,GA,33,4,507,2557,14,NA,3064,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
163,3/22/2020,GA,49,4,600,3420,23,NA,4020,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
164,3/23/2020,GA,33,0,772,4297,25,NA,5069,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
165,3/24/2020,GA,45,3,1026,4458,32,NA,5484,13,4/3/2020,1,georgia,purple,4029564,1837300,2068623,123641,9810417,0.55,0.3,0.03,0.09,25182,673,35.6,0.455955036,0.513361495,0.030683468,Republican,South,32.157435,-82.907123
166,3/10/2020,HI,20,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
167,3/11/2020,HI,20,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
168,3/12/2020,HI,38,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
169,3/13/2020,HI,39,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
170,3/14/2020,HI,33,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
171,3/15/2020,HI,43,0,2,NA,NA,NA,2,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
172,3/16/2020,HI,69,0,7,NA,NA,NA,7,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
173,3/17/2020,HI,19,0,10,NA,NA,NA,10,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
174,3/18/2020,HI,39,0,14,93,NA,NA,107,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
175,3/19/2020,HI,58,39,16,93,NA,NA,109,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
176,3/20/2020,HI,29,0,26,124,NA,NA,150,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
177,3/21/2020,HI,21,0,37,124,NA,NA,161,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
178,3/22/2020,HI,23,0,48,263,NA,NA,311,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
179,3/23/2020,HI,20,0,56,2955,NA,NA,3011,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
180,3/24/2020,HI,20,0,77,3589,NA,4,3666,15,3/25/2020,1,hawaii,blue,428825,266827,128815,33183,1376298,0.23,0.02,0.37,0.09,29305,1220,38.3,0.622228182,0.300390602,0.077381216,Democrat,West,19.898682,-155.665857
181,3/10/2020,IA,29,0,8,32,NA,NA,40,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
182,3/11/2020,IA,45,0,13,46,NA,NA,59,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
183,3/12/2020,IA,15,0,14,67,NA,NA,81,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
184,3/13/2020,IA,30,0,16,83,NA,NA,99,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
185,3/14/2020,IA,100,0,17,83,NA,NA,100,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
186,3/15/2020,IA,48,0,18,83,NA,NA,101,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
187,3/16/2020,IA,37,0,22,83,NA,NA,105,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
188,3/17/2020,IA,45,0,23,83,NA,NA,106,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
189,3/18/2020,IA,73,15,29,83,NA,NA,112,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
190,3/19/2020,IA,22,15,38,83,NA,NA,121,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
191,3/20/2020,IA,14,14,45,642,NA,NA,687,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
192,3/21/2020,IA,33,17,68,1049,NA,NA,1117,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
193,3/22/2020,IA,34,0,90,1215,NA,NA,1305,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
194,3/23/2020,IA,0,0,105,2043,NA,NA,2148,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
195,3/24/2020,IA,14,0,124,2315,NA,27,2439,19,NA,0,iowa,blue,1542880,650790,798923,93167,3062553,0.88,0.03,0.02,0.05,27027,534,38.1,0.421802084,0.517812792,0.060385124,Republican,Midwest,41.878003,-93.097702
196,3/10/2020,ID,13,0,0,41,NA,NA,41,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
197,3/11/2020,ID,22,4,0,67,NA,NA,67,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
198,3/12/2020,ID,34,0,0,93,NA,NA,93,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
199,3/13/2020,ID,32,0,0,131,NA,NA,131,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
200,3/14/2020,ID,28,0,2,174,NA,NA,176,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
201,3/15/2020,ID,26,0,5,174,NA,NA,179,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
202,3/16/2020,ID,25,0,5,265,NA,NA,270,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
203,3/17/2020,ID,23,2,7,346,NA,NA,353,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
204,3/18/2020,ID,35,13,9,459,NA,NA,468,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
205,3/19/2020,ID,43,18,11,459,NA,NA,470,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
206,3/20/2020,ID,26,8,23,590,NA,NA,613,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
207,3/21/2020,ID,24,7,31,880,NA,NA,911,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
208,3/22/2020,ID,34,6,42,1175,0,NA,1217,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
209,3/23/2020,ID,27,0,47,1309,0,NA,1356,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
210,3/24/2020,ID,28,2,50,1887,0,NA,1937,16,3/25/2020,1,idaho,purple,688235,189677,407199,91359,1583364,0.84,0.01,0.01,0.11,22568,607,34.9,0.275599178,0.59165692,0.132743903,Republican,Mountain,44.068202,-114.742041
211,3/10/2020,IL,27,8,19,244,NA,NA,263,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
212,3/11/2020,IL,20,0,19,244,NA,NA,263,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
213,3/12/2020,IL,37,0,25,266,NA,NA,291,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
214,3/13/2020,IL,56,0,32,294,NA,NA,326,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
215,3/14/2020,IL,51,0,46,316,NA,NA,362,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
216,3/15/2020,IL,55,9,64,449,NA,NA,513,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
217,3/16/2020,IL,47,0,93,932,NA,NA,1025,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
218,3/17/2020,IL,52,0,159,1340,1,NA,1499,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
219,3/18/2020,IL,59,12,288,1763,1,NA,2051,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
220,3/19/2020,IL,54,23,422,2725,4,NA,3147,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
221,3/20/2020,IL,53,11,585,3696,5,NA,4281,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
222,3/21/2020,IL,65,9,753,5488,6,NA,6241,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
223,3/22/2020,IL,34,9,1049,7271,9,NA,8320,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
224,3/23/2020,IL,36,7,1273,8583,12,NA,9856,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
225,3/24/2020,IL,63,8,1535,9934,16,NA,11469,17,3/21/2020,1,illinois,blue,5374280,2977498,2118179,278603,12848554,0.63,0.14,0.05,0.16,29666,759,36.8,0.55402733,0.394132609,0.05184006,Democrat,Midwest,40.633125,-89.398528
226,3/10/2020,IN,23,0,6,30,NA,NA,36,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
227,3/11/2020,IN,23,0,10,33,NA,NA,43,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
228,3/12/2020,IN,50,0,12,52,NA,NA,64,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
229,3/13/2020,IN,24,0,12,61,NA,NA,73,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
230,3/14/2020,IN,57,0,15,74,0,NA,89,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
231,3/15/2020,IN,56,0,19,102,0,NA,121,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
232,3/16/2020,IN,24,0,24,115,1,NA,139,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
233,3/17/2020,IN,19,0,30,129,2,NA,159,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
234,3/18/2020,IN,100,13,39,154,2,NA,193,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
235,3/19/2020,IN,61,18,56,324,2,NA,380,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
236,3/20/2020,IN,29,0,79,475,2,NA,554,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
237,3/21/2020,IN,13,0,126,707,4,1,833,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
238,3/22/2020,IN,44,13,201,1293,6,1,1494,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
239,3/23/2020,IN,16,0,259,1701,7,1,1960,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
240,3/24/2020,IN,23,0,365,2566,12,1,2931,18,3/24/2020,1,indiana,red,2722029,1031953,1556220,133856,6514861,0.81,0.09,0.02,0.06,24635,577,37.1,0.379111685,0.571713233,0.049175082,Republican,Midwest,40.551217,-85.602364
241,3/10/2020,KS,10,0,1,17,NA,NA,18,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
242,3/11/2020,KS,10,0,1,41,NA,NA,42,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
243,3/12/2020,KS,29,0,4,41,NA,NA,45,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
244,3/13/2020,KS,31,0,6,93,NA,NA,99,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
245,3/14/2020,KS,12,0,6,93,1,NA,99,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
246,3/15/2020,KS,24,0,8,135,1,NA,143,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
247,3/16/2020,KS,30,0,11,166,1,NA,177,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
248,3/17/2020,KS,41,0,15,382,1,NA,397,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
249,3/18/2020,KS,52,10,16,417,1,NA,433,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
250,3/19/2020,KS,63,10,34,417,1,NA,451,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
251,3/20/2020,KS,29,0,44,417,1,NA,461,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
252,3/21/2020,KS,34,11,55,417,2,NA,472,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
253,3/22/2020,KS,0,0,64,417,2,NA,481,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
254,3/23/2020,KS,9,0,82,417,2,NA,499,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
255,3/24/2020,KS,29,0,98,2086,2,NA,2184,20,3/30/2020,1,kansas,red,1147143,414788,656009,76346,2868107,0.78,0.06,0.02,0.11,26929,551,36,0.361583517,0.571863316,0.066553167,Republican,Midwest,39.011902,-98.484246
256,3/10/2020,KY,8,0,6,28,NA,NA,34,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
257,3/11/2020,KY,21,0,8,46,NA,NA,54,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
258,3/12/2020,KY,44,0,8,56,NA,NA,64,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
259,3/13/2020,KY,39,0,11,107,NA,NA,118,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
260,3/14/2020,KY,35,0,14,139,NA,NA,153,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
261,3/15/2020,KY,15,0,16,139,NA,NA,155,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
262,3/16/2020,KY,55,0,21,234,1,NA,255,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
263,3/17/2020,KY,38,0,22,295,1,NA,317,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
264,3/18/2020,KY,55,17,26,354,1,NA,380,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
265,3/19/2020,KY,38,8,35,454,1,NA,489,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
266,3/20/2020,KY,49,8,47,592,1,NA,639,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
267,3/21/2020,KY,42,9,54,714,2,NA,768,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
268,3/22/2020,KY,41,9,99,1472,3,NA,1571,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
269,3/23/2020,KY,31,0,104,1762,3,NA,1866,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
