"","State","Day","ChinaVirusInterest","KungFluInterest","positive","negative","death","hospitalized","totalTestResults","FIPS","StayAtHome_date","Quarantine_Yes","polyname","StateColor","total_2016","dem_2016","gop_2016","oth_2016","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age","percent_democrat2016","percent_republican2016","percent_other2016","Winner","Region","latitude.x","longitude.x","name.x","latitude.y","longitude.y","name.y"
"1","AK",2020-03-10,27,0,0,23,NA,NA,23,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"2","AK",2020-03-11,0,0,0,46,NA,NA,46,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"3","AK",2020-03-12,26,0,0,46,NA,NA,46,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"4","AK",2020-03-13,28,0,1,59,NA,NA,60,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"5","AK",2020-03-14,30,0,1,143,NA,NA,144,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"6","AK",2020-03-15,61,0,1,143,NA,NA,144,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"7","AK",2020-03-16,26,0,1,143,NA,NA,144,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"8","AK",2020-03-17,25,0,3,334,NA,NA,337,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"9","AK",2020-03-18,26,0,6,406,NA,NA,412,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"10","AK",2020-03-19,0,0,6,432,NA,NA,438,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"11","AK",2020-03-20,25,0,12,686,NA,NA,698,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"12","AK",2020-03-21,67,27,14,758,NA,0,772,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"13","AK",2020-03-22,0,28,22,946,NA,0,968,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"14","AK",2020-03-23,24,0,22,946,NA,0,968,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"15","AK",2020-03-24,25,0,36,986,NA,0,1022,2,"03/28/2020",1,"alaska","red",318608,116454,163387,38767,741456,0.65,0.04,0.07,0.07,34922,NA,34.7,0.365508713,0.512815121,0.121676166,"Republican","West",63.588753,-154.493062,"Alaska",63.588753,-154.493062,"Alaska"
"16","AL",2020-03-10,11,0,0,0,NA,NA,0,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"17","AL",2020-03-11,11,0,0,10,NA,NA,10,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"18","AL",2020-03-12,52,0,0,10,NA,NA,10,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"19","AL",2020-03-13,22,0,1,11,NA,NA,12,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"20","AL",2020-03-14,0,0,6,22,NA,NA,28,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"21","AL",2020-03-15,26,13,12,28,0,NA,40,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"22","AL",2020-03-16,43,0,28,28,0,NA,56,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"23","AL",2020-03-17,11,0,36,28,0,NA,64,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"24","AL",2020-03-18,11,0,46,28,0,NA,74,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"25","AL",2020-03-19,10,0,68,28,0,NA,96,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"26","AL",2020-03-20,31,21,81,28,0,NA,109,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"27","AL",2020-03-21,0,0,124,28,0,NA,152,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"28","AL",2020-03-22,13,0,138,1464,0,NA,1602,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"29","AL",2020-03-23,32,11,167,1665,0,NA,1832,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"30","AL",2020-03-24,57,0,215,2106,0,NA,2321,1,"04/04/2020",1,"alabama","red",2078165,718084,1306925,53156,4799277,0.67,0.26,0.01,0.04,23680,501,38.1,0.34553753,0.628884136,0.025578335,"Republican","South",32.318231,-86.902298,"Alabama",32.318231,-86.902298,"Alabama"
"31","AR",2020-03-10,11,0,0,12,NA,NA,12,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"32","AR",2020-03-11,23,0,0,12,NA,NA,12,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"33","AR",2020-03-12,56,0,6,24,NA,NA,30,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"34","AR",2020-03-13,45,0,9,30,NA,NA,39,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"35","AR",2020-03-14,29,0,12,65,NA,NA,77,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"36","AR",2020-03-15,47,5,16,103,NA,NA,119,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"37","AR",2020-03-16,36,0,22,132,NA,NA,154,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"38","AR",2020-03-17,40,4,22,197,NA,NA,219,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"39","AR",2020-03-18,50,17,33,236,NA,NA,269,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"40","AR",2020-03-19,54,4,46,310,NA,NA,356,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"41","AR",2020-03-20,48,9,96,351,NA,NA,447,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"42","AR",2020-03-21,62,5,118,567,NA,NA,685,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"43","AR",2020-03-22,12,5,165,711,0,NA,876,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"44","AR",2020-03-23,36,0,174,906,0,NA,1080,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"45","AR",2020-03-24,40,4,218,947,0,NA,1165,5,NA,0,"arkansas","red",1108615,378729,677904,51982,2933369,0.74,0.15,0.01,0.07,22170,480,37.5,0.341623557,0.611487306,0.046889136,"Republican","South",35.20105,-91.831833,"Arkansas",35.20105,-91.831833,"Arkansas"
"46","AZ",2020-03-10,13,0,6,51,NA,NA,57,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"47","AZ",2020-03-11,37,12,9,59,NA,NA,68,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"48","AZ",2020-03-12,61,0,9,82,NA,NA,91,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"49","AZ",2020-03-13,68,0,9,94,0,NA,103,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"50","AZ",2020-03-14,60,0,12,121,0,NA,133,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"51","AZ",2020-03-15,29,0,12,121,0,NA,133,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"52","AZ",2020-03-16,100,0,18,125,0,NA,143,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"53","AZ",2020-03-17,38,0,20,142,0,NA,162,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"54","AZ",2020-03-18,38,0,28,148,0,NA,176,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"55","AZ",2020-03-19,57,13,44,175,0,NA,219,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"56","AZ",2020-03-20,55,0,65,211,0,NA,276,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"57","AZ",2020-03-21,70,28,104,240,1,NA,344,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"58","AZ",2020-03-22,70,0,152,282,2,NA,434,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"59","AZ",2020-03-23,64,0,265,309,2,NA,574,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"60","AZ",2020-03-24,25,12,357,313,5,NA,670,4,"03/30/2020",1,"arizona","red",2062810,936250,1021154,105406,6479703,0.57,0.04,0.03,0.3,25358,747,36.3,0.453871176,0.495030565,0.051098259,"Republican","Mountain",34.048928,-111.093731,"Arizona",34.048928,-111.093731,"Arizona"
"61","CA",2020-03-10,20,0,133,690,NA,NA,823,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"62","CA",2020-03-11,22,1,157,916,NA,NA,1073,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"63","CA",2020-03-12,37,0,202,916,4,NA,1118,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"64","CA",2020-03-13,41,0,202,916,4,NA,1118,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"65","CA",2020-03-14,28,0,252,916,5,NA,1168,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"66","CA",2020-03-15,37,0,293,916,5,NA,1209,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"67","CA",2020-03-16,32,1,335,7981,6,NA,8316,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"68","CA",2020-03-17,39,1,483,7981,11,NA,8464,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"69","CA",2020-03-18,47,15,611,7981,13,NA,8592,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"70","CA",2020-03-19,55,13,924,8787,18,NA,9711,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"71","CA",2020-03-20,45,6,1063,10424,20,NA,11487,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"72","CA",2020-03-21,36,3,1279,11249,24,NA,12528,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"73","CA",2020-03-22,37,3,1536,11304,27,NA,12840,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"74","CA",2020-03-23,23,2,1733,12567,27,NA,14300,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"75","CA",2020-03-24,46,1,2102,13452,40,NA,15554,6,"03/19/2020",1,"california","blue",9631972,5931283,3184721,515968,37659181,0.4,0.06,0.13,0.38,29527,1119,35.4,0.615791138,0.3306406,0.053568262,"Democrat","West",36.778261,-119.417932,"California",36.778261,-119.417932,"California"
"76","CO",2020-03-10,12,0,12,142,NA,NA,154,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"77","CO",2020-03-11,22,0,28,251,NA,NA,279,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"78","CO",2020-03-12,24,0,45,298,NA,NA,343,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"79","CO",2020-03-13,54,5,72,524,NA,NA,596,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"80","CO",2020-03-14,36,0,101,610,1,NA,711,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"81","CO",2020-03-15,40,0,131,627,1,NA,758,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"82","CO",2020-03-16,40,0,131,627,1,NA,758,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"83","CO",2020-03-17,40,8,160,1056,1,NA,1216,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"84","CO",2020-03-18,26,8,183,1617,2,NA,1800,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"85","CO",2020-03-19,32,7,216,2112,2,NA,2328,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"86","CO",2020-03-20,29,10,277,2675,3,NA,2952,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"87","CO",2020-03-21,42,6,363,3317,4,44,3680,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"88","CO",2020-03-22,32,6,475,4075,5,49,4550,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"89","CO",2020-03-23,16,0,591,4845,6,58,5436,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"90","CO",2020-03-24,30,5,720,5504,7,72,6224,8,"03/26/2020",1,"colorado","blue",2564185,1212209,1137455,214521,5119329,0.7,0.04,0.03,0.21,31109,825,36.1,0.472746311,0.443593188,0.0836605,"Democrat","Mountain",39.550051,-105.782067,"Colorado",39.550051,-105.782067,"Colorado"
"91","CT",2020-03-10,36,0,2,54,NA,NA,56,9,"03/23/2020",1,"connecticut","blue",1623542,884432,668266,70844,3583561,0.7,0.09,0.04,0.14,37892,880,40.2,0.544754617,0.411609924,0.043635459,"Democrat","Northeast",41.603221,-73.087749,"Connecticut",41.603221,-73.087749,"Connecticut"
