"","polyname","State","StateColor","total_2016","dem_2016","gop_2016","oth_2016","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age","percent_democrat2016","percent_republican2016","percent_other2016","Winner","date","positive","negative","death","hospitalized","totalTestResults","FIPS","StayAtHome_date","Quarantine_Yes","na.rm","X","mean_ChinaVirusInterest","mean_KungFluInterest"
"585","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/24/2020",851,8643,7,NA,9494,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"586","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/10/2020",3,58,NA,NA,61,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"587","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/11/2020",5,94,NA,NA,99,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"588","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/12/2020",5,94,NA,NA,99,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"589","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/13/2020",14,142,NA,NA,156,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"590","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/14/2020",20,198,NA,NA,218,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"591","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/15/2020",20,271,NA,NA,291,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"592","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/16/2020",21,308,NA,NA,329,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"593","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/17/2020",23,403,NA,NA,426,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"594","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/18/2020",33,540,NA,NA,573,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"595","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/19/2020",44,654,NA,NA,698,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"596","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/20/2020",54,800,NA,NA,854,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"597","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/21/2020",66,862,NA,NA,928,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"598","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/22/2020",83,932,NA,NA,1015,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"599","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/23/2020",106,1143,NA,NA,1249,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"600","rhode island","RI","blue",450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,"Democrat","3/24/2020",124,1200,NA,NA,1324,44,2020-03-28,1,TRUE,40,41.3333333333333,6.66666666666667
"601","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/10/2020",7,24,NA,NA,31,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"602","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/11/2020",9,32,NA,NA,41,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"603","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/12/2020",10,48,NA,NA,58,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"604","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/13/2020",12,75,NA,NA,87,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"605","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/14/2020",13,110,NA,NA,123,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"606","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/15/2020",19,154,NA,NA,173,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"607","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/16/2020",28,235,1,NA,263,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"608","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/17/2020",33,311,1,NA,344,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"609","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/18/2020",60,583,1,NA,643,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"610","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/19/2020",60,583,1,NA,643,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"611","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/20/2020",81,833,1,NA,914,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"612","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/21/2020",152,1255,1,NA,1407,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"613","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/22/2020",195,1466,3,NA,1661,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"614","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/23/2020",298,1466,5,NA,1764,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"615","south carolina","SC","red",2084444,849469,1143611,91364,4679602,0.64,0.28,0.01,0.05,23943,582,38.1,0.407527859,0.548640789,0.043831353,"Republican","3/24/2020",298,2012,5,NA,2310,45,2020-04-07,1,TRUE,41,38.6666666666667,4.93333333333333
"616","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/10/2020",0,11,NA,NA,11,46,NA,0,TRUE,42,23.2,2.46666666666667
"617","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/11/2020",5,13,NA,NA,18,46,NA,0,TRUE,42,23.2,2.46666666666667
"618","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/12/2020",8,27,NA,NA,35,46,NA,0,TRUE,42,23.2,2.46666666666667
"619","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/13/2020",9,73,NA,NA,82,46,NA,0,TRUE,42,23.2,2.46666666666667
"620","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/14/2020",9,182,NA,NA,191,46,NA,0,TRUE,42,23.2,2.46666666666667
"621","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/15/2020",9,327,NA,NA,336,46,NA,0,TRUE,42,23.2,2.46666666666667
"622","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/16/2020",10,494,NA,NA,504,46,NA,0,TRUE,42,23.2,2.46666666666667
"623","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/17/2020",11,551,NA,NA,562,46,NA,0,TRUE,42,23.2,2.46666666666667
"624","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/18/2020",11,551,1,NA,562,46,NA,0,TRUE,42,23.2,2.46666666666667
"625","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/19/2020",11,551,1,NA,562,46,NA,0,TRUE,42,23.2,2.46666666666667
"626","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/20/2020",14,663,1,NA,677,46,NA,0,TRUE,42,23.2,2.46666666666667
"627","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/21/2020",14,691,1,NA,705,46,NA,0,TRUE,42,23.2,2.46666666666667
"628","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/22/2020",21,740,1,NA,761,46,NA,0,TRUE,42,23.2,2.46666666666667
"629","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/23/2020",28,762,1,NA,790,46,NA,0,TRUE,42,23.2,2.46666666666667
"630","south dakota","SD","red",370047,117442,227701,24904,825198,0.84,0.01,0.01,0.03,25740,517,36.9,0.317370496,0.615329945,0.067299559,"Republican","3/24/2020",30,790,1,NA,820,46,NA,0,TRUE,42,23.2,2.46666666666667
"631","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/10/2020",7,NA,NA,NA,7,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"632","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/11/2020",7,50,NA,NA,57,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"633","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/12/2020",18,79,NA,NA,97,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"634","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/13/2020",26,116,NA,NA,142,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"635","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/14/2020",32,130,NA,NA,162,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"636","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/15/2020",39,157,NA,NA,196,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"637","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/16/2020",52,270,NA,NA,322,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"638","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/17/2020",73,330,NA,NA,403,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"639","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/18/2020",98,349,NA,NA,447,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"640","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/19/2020",154,349,NA,NA,503,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"641","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/20/2020",228,563,NA,NA,791,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"642","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/21/2020",371,3272,NA,NA,3643,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"643","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/22/2020",505,3272,NA,NA,3777,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"644","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/23/2020",615,3272,2,NA,3887,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"645","tennessee","TN","red",2484691,867110,1517402,100179,6402387,0.75,0.17,0.01,0.05,24409,568,38.2,0.34898102,0.610700485,0.040318494,"Republican","3/24/2020",667,10517,2,NA,11184,47,2020-03-31,1,TRUE,43,36.0666666666667,4.4
"646","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/10/2020",13,NA,NA,NA,13,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"647","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/11/2020",21,NA,NA,NA,21,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"648","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/12/2020",23,NA,NA,NA,23,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"649","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/13/2020",39,NA,NA,NA,39,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"650","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/14/2020",51,NA,NA,NA,51,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"651","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/15/2020",56,NA,NA,NA,56,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"652","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/16/2020",57,NA,NA,NA,57,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"653","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/17/2020",64,1204,1,NA,1268,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"654","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/18/2020",83,1824,2,NA,1907,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"655","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/19/2020",143,2212,3,NA,2355,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"656","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/20/2020",194,5083,5,NA,5277,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"657","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/21/2020",304,6218,5,NA,6522,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"658","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/22/2020",334,8422,5,NA,8756,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"659","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/23/2020",352,9703,8,NA,10055,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"660","texas","TX","red",8903237,3867816,4681590,353831,25639373,0.45,0.12,0.04,0.38,26019,688,33.8,0.434428063,0.5258301,0.039741838,"Republican","3/24/2020",410,10757,9,NA,11167,48,2020-04-02,1,TRUE,44,31.9333333333333,2.6
"661","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/10/2020",2,NA,NA,NA,2,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"662","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/11/2020",2,NA,NA,NA,2,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"663","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/12/2020",4,131,NA,NA,135,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"664","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/13/2020",6,131,NA,NA,137,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"665","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/14/2020",6,131,NA,NA,137,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"666","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/15/2020",28,131,0,NA,159,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"667","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/16/2020",39,131,0,NA,170,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"668","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/17/2020",51,131,0,NA,182,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"669","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/18/2020",63,131,0,NA,194,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"670","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/19/2020",78,1448,0,NA,1526,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"671","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/20/2020",112,2035,0,NA,2147,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"672","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/21/2020",136,2424,0,NA,2560,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"673","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/22/2020",181,3508,1,NA,3689,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"674","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/23/2020",257,4790,1,NA,5047,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"675","utah","UT","red",852461,237241,397004,218216,2813673,0.8,0.01,0.02,0.13,23873,739,29.6,0.278301295,0.465715147,0.255983558,"Republican","3/24/2020",299,5524,1,NA,5823,49,NA,0,TRUE,45,32.0666666666667,1.86666666666667
"676","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/10/2020",1,40,NA,NA,41,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"677","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/11/2020",1,62,NA,NA,63,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"678","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/12/2020",2,97,NA,NA,99,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"679","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/13/2020",2,142,NA,NA,144,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"680","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/14/2020",4,227,NA,NA,231,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"681","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/15/2020",4,348,NA,NA,352,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"682","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/16/2020",8,421,NA,NA,429,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"683","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/17/2020",10,495,NA,NA,505,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"684","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/18/2020",19,592,NA,NA,611,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"685","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/19/2020",22,645,NA,NA,667,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"686","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/20/2020",29,779,2,NA,808,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"687","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/21/2020",29,779,2,NA,808,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"688","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/22/2020",52,1106,2,NA,1158,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"689","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/23/2020",75,1106,5,NA,1181,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"690","vermont","VT","blue",291413,178179,95053,18181,625904,0.94,0.01,0.01,0.02,29167,754,42,0.611431199,0.326179683,0.062389118,"Democrat","3/24/2020",95,1440,7,NA,1535,50,2020-03-25,1,TRUE,47,29.9333333333333,0
"691","virginia","VA","blue",3208899,1534487,1511956,162456,8100653,0.64,0.19,0.06,0.08,33493,910,37.5,0.478197351,0.471175939,0.05062671,"Democrat","3/10/2020",8,53,NA,NA,61,51,2020-03-30,1,TRUE,46,37.3333333333333,6
"692","virginia","VA","blue",3208899,1534487,1511956,162456,8100653,0.64,0.19,0.06,0.08,33493,910,37.5,0.478197351,0.471175939,0.05062671,"Democrat","3/11/2020",9,60,NA,NA,69,51,2020-03-30,1,TRUE,46,37.3333333333333,6
