"","polyname","State","StateColor","total_2016","dem_2016","gop_2016","oth_2016","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age","percent_democrat2016","percent_republican2016","percent_other2016","Winner","date","positive","negative","death","hospitalized","totalTestResults","FIPS","StayAtHome_date","Quarantine_Yes","na.rm","X","mean_ChinaVirusInterest","mean_KungFluInterest"
"478","new mexico","NM","blue",783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,"Democrat","3/22/2020",57,4722,NA,NA,4779,35,2020-03-24,1,TRUE,33,50.9333333333333,3.33333333333333
"479","new mexico","NM","blue",783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,"Democrat","3/23/2020",65,5321,NA,NA,5386,35,2020-03-24,1,TRUE,33,50.9333333333333,3.33333333333333
"480","new mexico","NM","blue",783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,"Democrat","3/24/2020",83,5890,NA,NA,5973,35,2020-03-24,1,TRUE,33,50.9333333333333,3.33333333333333
"481","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/10/2020",173,92,NA,NA,265,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"482","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/11/2020",216,92,NA,NA,308,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"483","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/12/2020",216,92,NA,NA,308,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"484","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/13/2020",421,2779,NA,NA,3200,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"485","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/14/2020",524,2779,NA,NA,3303,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"486","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/15/2020",729,4543,3,NA,5272,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"487","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/16/2020",950,4543,7,NA,5493,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"488","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/17/2020",1700,5506,7,NA,7206,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"489","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/18/2020",2382,12215,12,NA,14597,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"490","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/19/2020",4152,18132,12,NA,22284,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"491","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/20/2020",7102,25325,35,NA,32427,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"492","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/21/2020",10356,35081,44,1603,45437,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"493","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/22/2020",15168,46233,114,1974,61401,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"494","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/23/2020",20875,57414,114,2635,78289,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"495","new york","NY","blue",7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,"Democrat","3/24/2020",25665,65605,210,3234,91270,36,2020-03-22,1,TRUE,35,47.6,5.06666666666667
"496","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/10/2020",7,NA,NA,NA,7,37,2020-03-30,1,TRUE,28,37,2.8
"497","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/11/2020",7,NA,NA,NA,7,37,2020-03-30,1,TRUE,28,37,2.8
"498","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/12/2020",12,60,NA,NA,72,37,2020-03-30,1,TRUE,28,37,2.8
"499","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/13/2020",15,86,NA,NA,101,37,2020-03-30,1,TRUE,28,37,2.8
"500","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/14/2020",23,137,NA,NA,160,37,2020-03-30,1,TRUE,28,37,2.8
"501","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/15/2020",32,227,NA,NA,259,37,2020-03-30,1,TRUE,28,37,2.8
"502","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/16/2020",33,296,0,NA,329,37,2020-03-30,1,TRUE,28,37,2.8
"503","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/17/2020",40,474,0,NA,514,37,2020-03-30,1,TRUE,28,37,2.8
"504","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/18/2020",63,1787,0,NA,1850,37,2020-03-30,1,TRUE,28,37,2.8
"505","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/19/2020",97,2408,0,NA,2505,37,2020-03-30,1,TRUE,28,37,2.8
"506","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/20/2020",137,3096,0,NA,3233,37,2020-03-30,1,TRUE,28,37,2.8
"507","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/21/2020",184,5092,0,NA,5276,37,2020-03-30,1,TRUE,28,37,2.8
"508","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/22/2020",255,6183,0,NA,6438,37,2020-03-30,1,TRUE,28,37,2.8
"509","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/23/2020",297,8141,0,NA,8438,37,2020-03-30,1,TRUE,28,37,2.8
"510","north carolina","NC","purple",4629471,2162074,2339603,127794,9651380,0.65,0.21,0.02,0.09,25284,602,37.6,0.467023986,0.505371564,0.02760445,"Republican","3/24/2020",398,8141,0,NA,8539,37,2020-03-30,1,TRUE,28,37,2.8
"511","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/10/2020",0,6,NA,NA,6,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"512","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/11/2020",0,7,NA,NA,7,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"513","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/12/2020",1,12,NA,NA,13,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"514","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/13/2020",1,39,0,NA,40,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"515","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/14/2020",1,54,0,NA,55,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"516","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/15/2020",1,95,0,NA,96,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"517","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/16/2020",1,123,0,NA,124,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"518","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/17/2020",3,220,0,NA,223,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"519","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/18/2020",6,268,0,NA,274,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"520","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/19/2020",15,493,0,NA,508,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"521","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/20/2020",20,800,0,NA,820,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"522","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/21/2020",28,1141,0,3,1169,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"523","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/22/2020",28,1260,0,3,1288,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"524","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/23/2020",30,1353,0,4,1383,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"525","north dakota","ND","red",336968,93526,216133,27309,689781,0.88,0.01,0.01,0.02,29732,564,36.4,0.277551578,0.641405119,0.081043304,"Republican","3/24/2020",34,1454,0,5,1488,38,NA,0,TRUE,29,18.7333333333333,1.73333333333333
"526","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/10/2020",3,14,NA,NA,17,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"527","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/11/2020",4,21,NA,NA,25,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"528","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/12/2020",5,30,NA,NA,35,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"529","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/13/2020",13,50,NA,NA,63,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"530","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/14/2020",13,50,NA,NA,63,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"531","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/15/2020",36,139,NA,NA,175,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"532","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/16/2020",50,140,NA,NA,190,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"533","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/17/2020",67,140,NA,NA,207,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"534","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/18/2020",88,140,NA,NA,228,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"535","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/19/2020",119,140,NA,NA,259,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"536","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/20/2020",169,140,1,NA,309,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"537","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/21/2020",247,140,3,58,387,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"538","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/22/2020",351,140,3,83,491,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"539","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/23/2020",442,140,6,104,582,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"540","ohio","OH","purple",5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,"Republican","3/24/2020",564,140,8,145,704,39,2020-03-22,1,TRUE,36,47.6,4.33333333333333
"541","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/10/2020",2,15,NA,NA,17,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"542","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/11/2020",2,15,NA,NA,17,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"543","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/12/2020",3,36,NA,NA,39,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"544","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/13/2020",3,36,NA,NA,39,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"545","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/14/2020",4,36,NA,NA,40,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"546","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/15/2020",9,118,NA,NA,127,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"547","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/16/2020",10,174,NA,NA,184,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"548","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/17/2020",17,247,NA,NA,264,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"549","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/18/2020",29,378,NA,NA,407,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"550","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/19/2020",44,466,1,NA,510,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"551","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/20/2020",49,538,1,NA,587,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"552","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/21/2020",53,560,1,10,613,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"553","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/22/2020",67,669,2,11,736,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"554","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/23/2020",81,694,2,15,775,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"555","oklahoma","OK","red",1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,"Republican","3/24/2020",106,735,3,25,841,40,2020-03-28,1,TRUE,37,40.7333333333333,3.66666666666667
"556","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/10/2020",15,213,NA,NA,228,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"557","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/11/2020",19,286,NA,NA,305,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"558","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/12/2020",19,286,NA,NA,305,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"559","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/13/2020",30,337,NA,NA,367,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"560","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/14/2020",30,337,NA,NA,367,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"561","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/15/2020",36,420,NA,NA,456,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"562","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/16/2020",39,579,NA,NA,618,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"563","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/17/2020",47,689,NA,NA,736,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"564","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/18/2020",75,1118,3,NA,1193,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"565","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/19/2020",88,1329,3,NA,1417,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"566","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/20/2020",114,2003,3,NA,2117,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"567","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/21/2020",114,2003,3,NA,2117,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"568","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/22/2020",161,2864,4,43,3025,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"569","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/23/2020",191,3649,5,56,3840,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"570","oregon","OR","blue",1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,"Democrat","3/24/2020",209,4350,8,61,4559,41,2020-03-23,1,TRUE,38,41.1333333333333,3.86666666666667
"571","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/10/2020",12,NA,NA,NA,12,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"572","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/11/2020",16,88,NA,NA,104,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"573","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/12/2020",22,116,NA,NA,138,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"574","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/13/2020",41,140,NA,NA,181,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"575","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/14/2020",47,205,NA,NA,252,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"576","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/15/2020",63,205,NA,NA,268,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"577","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/16/2020",76,670,NA,NA,746,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"578","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/17/2020",96,879,NA,NA,975,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"579","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/18/2020",133,1187,1,NA,1320,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"580","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/19/2020",185,1608,1,NA,1793,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"581","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/20/2020",268,2574,1,NA,2842,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"582","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/21/2020",371,3766,2,NA,4137,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"583","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/22/2020",479,4964,2,NA,5443,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
"584","pennsylvania","PA","purple",5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,"Republican","3/23/2020",644,6595,6,NA,7239,42,2020-04-01,1,TRUE,39,52.4,6.93333333333333
